depth,SP,GR,LLD,LLS,DEN,AC,litholody
1755.8,82.595,89.171,2.312,1.902,2.299,102.856,shale
1755.9,82.105,88.256,2.283,1.877,2.297,102.099,shale
1756,81.857,85.603,2.314,1.896,2.287,101.581,shale
1756.1,81.91,82.132,2.387,1.95,2.271,101.463,shale
1756.2,82.288,78.899,2.474,2.022,2.255,101.746,shale
1756.3,82.963,76.648,2.549,2.092,2.239,102.258,shale
1756.4,83.851,75.659,2.587,2.138,2.222,102.727,shale
1756.5,84.839,75.718,2.583,2.15,2.204,103.05,shale
1756.6,85.825,76.347,2.546,2.131,2.185,103.352,shale
1756.7,86.748,77.145,2.495,2.093,2.168,103.764,shale
1756.8,87.585,77.9,2.439,2.044,2.156,104.25,shale
1756.9,88.329,78.607,2.385,1.992,2.151,104.726,shale
1757,88.972,79.333,2.333,1.94,2.153,105.313,shale
1757.1,89.493,80.041,2.286,1.896,2.161,106.265,shale
1757.2,89.872,80.621,2.249,1.862,2.172,107.552,shale
1757.3,90.118,81.085,2.226,1.843,2.182,108.768,shale
1757.4,90.275,81.532,2.22,1.841,2.19,109.564,shale
1757.5,90.421,82.015,2.233,1.853,2.195,110.019,shale
1757.6,90.622,82.634,2.26,1.874,2.197,110.256,shale
1757.7,90.905,83.457,2.294,1.898,2.199,110.128,shale
1757.8,91.242,84.359,2.328,1.922,2.201,109.483,shale
1757.9,91.573,85.118,2.356,1.944,2.203,108.467,shale
1758,91.832,85.496,2.38,1.965,2.205,107.434,shale
1758.1,91.967,85.306,2.404,1.988,2.206,106.581,shale
1758.2,91.967,84.515,2.431,2.015,2.207,105.829,shale
1758.3,91.855,83.366,2.458,2.043,2.207,105.03,shale
1758.4,91.684,82.297,2.477,2.066,2.206,104.231,shale
1758.5,91.514,81.91,2.482,2.077,2.206,103.56,shale
1758.6,91.389,82.644,2.47,2.075,2.205,103.003,shale
1758.7,91.331,84.464,2.446,2.065,2.206,102.493,shale
1758.8,91.327,86.735,2.419,2.05,2.205,102.046,shale
1758.9,91.348,88.598,2.397,2.036,2.204,101.78,shale
1759,91.366,89.209,2.389,2.028,2.201,101.827,shale
1759.1,91.38,88.14,2.396,2.031,2.196,102.166,shale
1759.2,91.41,85.547,2.417,2.043,2.188,102.606,shale
1759.3,91.481,82.081,2.448,2.064,2.179,102.957,shale
1759.4,91.607,78.58,2.485,2.09,2.17,103.289,shale
1759.5,91.774,75.722,2.524,2.118,2.163,103.823,shale
1759.6,91.95,73.779,2.558,2.143,2.157,104.621,shale
1759.7,92.103,72.717,2.581,2.16,2.154,105.558,shale
1759.8,92.218,72.348,2.588,2.165,2.154,106.448,shale
1759.9,92.306,72.451,2.575,2.155,2.155,107.185,shale
1760,92.379,72.75,2.543,2.131,2.156,107.682,shale
1760.1,92.444,73.018,2.496,2.095,2.157,107.838,shale
1760.2,92.485,73.116,2.446,2.056,2.157,107.609,shale
1760.3,92.481,73.083,2.403,2.022,2.157,107.093,shale
1760.4,92.418,73.126,2.377,2,2.158,106.466,shale
1760.5,92.302,73.506,2.374,1.997,2.159,105.879,shale
1760.6,92.155,74.374,2.395,2.013,2.16,105.413,shale
1760.7,92.017,75.689,2.436,2.044,2.16,105.101,shale
1760.8,91.926,77.169,2.484,2.083,2.16,104.938,shale
1760.9,91.902,78.486,2.526,2.121,2.16,104.925,shale
1761,91.941,79.438,2.549,2.147,2.16,105.068,shale
1761.1,92.017,80.007,2.542,2.15,2.161,105.318,shale
1761.2,92.091,80.151,2.5,2.125,2.163,105.56,shale
1761.3,92.135,79.804,2.433,2.076,2.166,105.688,shale
1761.4,92.134,78.937,2.358,2.016,2.169,105.73,shale
1761.5,92.101,77.687,2.297,1.965,2.172,105.764,shale
1761.6,92.069,76.348,2.264,1.935,2.173,105.811,shale
1761.7,92.077,75.401,2.268,1.935,2.174,105.839,shale
1761.8,92.156,75.198,2.306,1.964,2.173,105.836,shale
1761.9,92.317,75.754,2.369,2.01,2.173,105.859,shale
1762,92.545,76.692,2.431,2.059,2.174,105.933,shale
1762.1,92.812,77.47,2.47,2.09,2.176,106.007,shale
1762.2,93.081,77.689,2.467,2.091,2.179,106.027,shale
1762.3,93.325,77.38,2.43,2.063,2.18,105.996,shale
1762.4,93.525,76.849,2.381,2.024,2.18,105.908,shale
1762.5,93.683,76.474,2.347,1.995,2.178,105.641,shale
1762.6,93.803,76.436,2.35,1.992,2.175,105.103,shale
1762.7,93.893,76.797,2.398,2.023,2.171,104.444,shale
1762.8,93.957,77.466,2.487,2.088,2.168,104.048,shale
1762.9,93.995,78.249,2.599,2.179,2.166,104.174,shale
1763,94,78.992,2.708,2.276,2.165,104.707,shale
1763.1,93.963,79.571,2.783,2.35,2.166,105.294,shale
1763.2,93.875,79.847,2.802,2.379,2.168,105.67,shale
1763.3,93.727,79.7,2.771,2.36,2.17,105.751,shale
1763.4,93.528,79.126,2.706,2.308,2.172,105.502,shale
1763.5,93.309,78.296,2.631,2.241,2.173,104.936,shale
1763.6,93.111,77.463,2.559,2.175,2.172,104.278,shale
1763.7,92.977,76.835,2.499,2.121,2.17,103.911,shale
1763.8,92.916,76.463,2.453,2.08,2.166,104.029,shale
1763.9,92.907,76.257,2.419,2.052,2.163,104.524,shale
1764,92.908,76.105,2.394,2.032,2.16,105.151,shale
1764.1,92.887,75.795,2.374,2.017,2.16,105.754,shale
1764.2,92.84,75.074,2.356,2.004,2.161,106.314,shale
1764.3,92.79,73.901,2.341,1.992,2.165,106.838,shale
1764.4,92.765,72.402,2.328,1.981,2.169,107.294,shale
1764.5,92.78,70.768,2.318,1.971,2.171,107.637,shale
1764.6,92.825,69.3,2.315,1.965,2.17,107.993,shale
1764.7,92.883,68.291,2.327,1.971,2.167,108.681,shale
1764.8,92.936,67.84,2.362,1.997,2.162,109.844,shale
1764.9,92.981,67.885,2.426,2.047,2.156,111.134,shale
1765,93.024,68.356,2.518,2.12,2.153,111.862,shale
1765.1,93.061,69.298,2.627,2.208,2.151,111.622,shale
1765.2,93.08,70.906,2.718,2.287,2.153,110.723,shale
1765.3,93.062,73.378,2.745,2.318,2.157,109.918,shale
1765.4,93.003,76.502,2.678,2.273,2.164,109.605,shale
1765.5,92.926,79.643,2.533,2.159,2.171,109.366,shale
1765.6,92.865,82.014,2.363,2.017,2.178,108.887,shale
1765.7,92.85,82.971,2.219,1.896,2.183,108.399,shale
1765.8,92.888,82.368,2.138,1.826,2.186,108.136,shale
1765.9,92.961,80.709,2.136,1.822,2.185,108.026,shale
1766,93.038,78.773,2.219,1.883,2.183,107.884,shale
1766.1,93.087,77.177,2.384,2.002,2.18,107.8,shale
1766.2,93.094,76.114,2.605,2.161,2.177,107.931,shale
1766.3,93.067,75.319,2.819,2.32,2.173,108.246,shale
1766.4,93.035,74.301,2.932,2.418,2.17,108.583,shale
1766.5,93.03,72.852,2.884,2.401,2.167,109.165,shale
1766.6,93.075,71.226,2.704,2.275,2.164,110.252,shale
1766.7,93.175,69.874,2.475,2.103,2.163,111.135,shale
1766.8,93.308,69.161,2.271,1.941,2.164,110.717,shale
1766.9,93.442,69.155,2.125,1.82,2.164,108.853,shale
1767,93.544,69.65,2.045,1.75,2.164,106.461,shale
1767.1,93.598,70.295,2.028,1.732,2.161,104.541,shale
1767.2,93.612,70.761,2.065,1.761,2.157,103.341,shale
1767.3,93.616,70.927,2.145,1.83,2.15,102.672,shale
1767.4,93.636,71.103,2.252,1.919,2.144,102.712,shale
1767.5,93.679,71.628,2.353,2.003,2.14,103.789,shale
1767.6,93.731,72.525,2.408,2.047,2.139,105.66,shale
1767.7,93.767,73.556,2.386,2.028,2.14,107.593,shale
1767.8,93.77,74.379,2.295,1.95,2.143,109.153,shale
1767.9,93.735,74.619,2.175,1.848,2.145,110.348,shale
1768,93.677,74.06,2.073,1.762,2.145,111.257,shale
1768.1,93.623,72.836,2.023,1.721,2.144,111.722,shale
1768.2,93.599,71.369,2.044,1.739,2.141,111.435,shale
1768.3,93.622,70.159,2.143,1.819,2.138,110.49,shale
1768.4,93.686,69.541,2.314,1.955,2.136,109.368,shale
1768.5,93.771,69.507,2.528,2.127,2.136,108.525,shale
1768.6,93.855,69.824,2.731,2.298,2.138,108.217,shale
1768.7,93.92,70.276,2.857,2.415,2.142,108.407,shale
1768.8,93.96,70.537,2.875,2.44,2.147,108.688,shale
1768.9,93.979,70.324,2.814,2.386,2.155,109.015,shale
1769,93.992,69.625,2.738,2.307,2.163,109.597,shale
1769.1,94.012,68.647,2.699,2.255,2.171,110.217,shale
1769.2,94.053,67.611,2.723,2.256,2.177,110.47,shale
1769.3,94.118,66.768,2.806,2.312,2.18,110.125,shale
1769.4,94.198,66.361,2.912,2.396,2.177,109.387,shale
1769.5,94.281,66.609,2.971,2.454,2.17,108.62,shale
1769.6,94.351,67.495,2.904,2.42,2.159,108.038,shale
1769.7,94.393,68.835,2.692,2.271,2.146,107.498,shale
1769.8,94.407,70.39,2.401,2.045,2.133,107.079,shale
1769.9,94.403,71.894,2.12,1.815,2.122,107.003,shale
1770,94.395,73.078,1.906,1.631,2.113,106.956,shale
1770.1,94.384,73.631,1.772,1.511,2.105,106.635,shale
1770.2,94.363,73.372,1.716,1.454,2.098,106.022,shale
1770.3,94.329,72.36,1.726,1.45,2.093,105.219,shale
1770.4,94.288,70.751,1.789,1.487,2.09,104.287,shale
1770.5,94.264,68.807,1.888,1.555,2.092,103.23,shale
1770.6,94.277,66.828,2.006,1.642,2.099,102.01,shale
1770.7,94.339,65.164,2.126,1.734,2.109,100.763,shale
1770.8,94.444,64.185,2.24,1.825,2.12,99.933,shale
1770.9,94.566,64.059,2.35,1.913,2.131,99.989,shale
1771,94.677,64.614,2.464,2.004,2.139,101.127,shale
1771.1,94.758,65.523,2.582,2.097,2.145,103.131,shale
1771.2,94.807,66.359,2.694,2.186,2.149,105.484,shale
1771.3,94.83,66.712,2.78,2.256,2.152,107.692,shale
1771.4,94.83,66.382,2.829,2.297,2.155,109.429,shale
1771.5,94.803,65.56,2.845,2.308,2.158,110.474,shale
1771.6,94.733,64.751,2.845,2.303,2.16,110.721,shale
1771.7,94.607,64.523,2.844,2.294,2.16,110.316,shale
1771.8,94.425,65.182,2.841,2.285,2.16,109.625,shale
1771.9,94.207,66.731,2.814,2.264,2.159,108.992,shale
1772,93.987,68.852,2.732,2.205,2.158,108.533,shale
1772.1,93.802,71.087,2.571,2.085,2.158,108.173,shale
1772.2,93.682,72.937,2.346,1.908,2.158,107.801,shale
1772.3,93.639,74.015,2.1,1.714,2.157,107.426,shale
1772.4,93.673,74.239,1.88,1.543,2.155,107.084,shale
1772.5,93.765,73.777,1.713,1.416,2.154,106.774,shale
1772.6,93.888,72.928,1.609,1.338,2.153,106.588,shale
1772.7,94.01,72.068,1.568,1.307,2.154,106.696,shale
1772.8,94.096,71.44,1.588,1.322,2.157,107.141,shale
1772.9,94.111,71.105,1.666,1.38,2.161,107.647,shale
1773,94.032,70.958,1.799,1.48,2.165,107.839,shale
1773.1,93.862,70.784,1.976,1.618,2.167,107.552,shale
1773.2,93.625,70.435,2.173,1.775,2.168,106.895,shale
1773.3,93.365,69.928,2.359,1.926,2.168,106.108,shale
1773.4,93.13,69.323,2.492,2.037,2.171,105.398,shale
1773.5,92.962,68.751,2.54,2.08,2.176,104.981,shale
1773.6,92.889,68.317,2.496,2.049,2.182,104.917,shale
1773.7,92.911,67.995,2.384,1.963,2.188,104.906,shale
1773.8,92.999,67.644,2.251,1.859,2.19,104.529,shale
1773.9,93.108,67.122,2.137,1.771,2.186,103.72,shale
1774,93.195,66.539,2.072,1.721,2.177,102.836,shale
1774.1,93.23,66.142,2.076,1.722,2.166,102.248,shale
1774.2,93.21,66.166,2.157,1.78,2.155,102.105,shale
1774.3,93.157,66.718,2.313,1.896,2.146,102.445,shale
1774.4,93.098,67.653,2.527,2.059,2.14,103.325,shale
1774.5,93.051,68.723,2.751,2.238,2.136,104.679,shale
1774.6,93.019,69.634,2.905,2.372,2.134,106.091,shale
1774.7,92.987,70.069,2.924,2.404,2.134,107.026,shale
1774.8,92.94,69.86,2.813,2.331,2.133,107.268,shale
1774.9,92.868,69.064,2.645,2.205,2.133,106.99,shale
1775,92.775,67.925,2.494,2.086,2.131,106.546,shale
1775.1,92.667,66.733,2.401,2.008,2.129,106.199,shale
1775.2,92.546,65.774,2.379,1.983,2.127,106.039,shale
1775.3,92.402,65.235,2.426,2.011,2.125,106.062,shale
1775.4,92.22,65.139,2.53,2.086,2.125,106.218,shale
1775.5,91.989,65.312,2.666,2.192,2.126,106.457,shale
1775.6,91.711,65.589,2.796,2.298,2.128,106.737,shale
1775.7,91.398,65.902,2.872,2.367,2.132,106.994,shale
1775.8,91.068,66.242,2.857,2.369,2.135,107.139,shale
1775.9,90.73,66.614,2.751,2.296,2.139,107.102,shale
1776,90.379,66.965,2.585,2.169,2.142,106.888,shale
1776.1,89.997,67.181,2.403,2.021,2.144,106.552,shale
1776.2,89.576,67.332,2.235,1.882,2.146,106.136,shale
1776.3,89.12,67.563,2.094,1.762,2.147,105.636,shale
1776.4,88.647,67.989,1.974,1.66,2.147,105.062,shale
1776.5,88.173,68.624,1.864,1.564,2.147,104.525,shale
1776.6,87.717,69.321,1.759,1.472,2.147,104.187,shale
1776.7,87.287,69.776,1.662,1.386,2.147,104.125,shale
1776.8,86.9,69.719,1.584,1.318,2.146,104.281,shale
1776.9,86.591,69.172,1.537,1.276,2.143,104.551,shale
1777,86.413,68.429,1.531,1.269,2.14,104.889,shale
1777.1,86.423,67.86,1.576,1.302,2.136,105.293,shale
1777.2,86.659,67.899,1.681,1.383,2.133,105.742,shale
1777.3,87.116,68.869,1.851,1.515,2.135,106.174,shale
1777.4,87.752,70.871,2.075,1.693,2.142,106.565,shale
1777.5,88.492,73.787,2.318,1.89,2.155,106.921,shale
1777.6,89.25,77.22,2.517,2.057,2.173,107.127,shale
1777.7,89.958,80.721,2.609,2.144,2.19,106.926,shale
1777.8,90.585,83.884,2.583,2.136,2.204,106.146,shale
1777.9,91.138,86.383,2.489,2.066,2.211,104.872,shale
1778,91.651,87.887,2.391,1.986,2.212,103.367,shale
1778.1,92.164,88.121,2.33,1.932,2.208,101.913,shale
1778.2,92.703,87.098,2.32,1.919,2.201,100.752,shale
1778.3,93.273,85.224,2.362,1.952,2.192,100.109,shale
1778.4,93.861,83.128,2.446,2.024,2.183,100.142,shale
1778.5,94.439,81.491,2.551,2.119,2.174,100.769,shale
1778.6,94.981,80.777,2.646,2.21,2.167,101.677,shale
1778.7,95.46,80.984,2.695,2.267,2.163,102.571,shale
1778.8,95.854,81.652,2.686,2.275,2.16,103.35,shale
1778.9,96.15,82.155,2.634,2.245,2.159,104.012,shale
1779,96.349,81.976,2.572,2.205,2.157,104.492,shale
1779.1,96.468,80.972,2.531,2.179,2.154,104.73,shale
1779.2,96.536,79.395,2.534,2.187,2.15,104.807,shale
1779.3,96.579,77.692,2.591,2.238,2.146,104.964,shale
1779.4,96.622,76.281,2.698,2.331,2.142,105.387,shale
1779.5,96.673,75.4,2.835,2.452,2.139,106.03,shale
1779.6,96.732,75.009,2.964,2.57,2.138,106.691,shale
1779.7,96.788,74.781,3.039,2.642,2.139,107.216,shale
1779.8,96.832,74.265,3.033,2.642,2.142,107.594,shale
1779.9,96.863,73.163,2.959,2.576,2.145,107.869,shale
1780,96.891,71.513,2.851,2.475,2.149,108.055,shale
1780.1,96.932,69.698,2.747,2.374,2.151,108.08,shale
1780.2,96.994,68.233,2.668,2.295,2.15,107.821,shale
1780.3,97.064,67.492,2.622,2.248,2.147,107.216,shale
1780.4,97.117,67.465,2.604,2.23,2.143,106.359,shale
1780.5,97.125,67.762,2.607,2.234,2.138,105.479,shale
1780.6,97.085,67.799,2.626,2.253,2.134,104.809,shale
1780.7,97.017,67.174,2.656,2.279,2.132,104.481,shale
1780.8,96.965,65.977,2.694,2.306,2.131,104.56,shale
1780.9,96.964,64.819,2.733,2.329,2.13,105.073,shale
1781,97.025,64.384,2.761,2.341,2.13,105.897,shale
1781.1,97.119,64.901,2.765,2.329,2.13,106.753,shale
1781.2,97.208,66.126,2.733,2.29,2.13,107.367,shale
1781.3,97.256,67.499,2.668,2.226,2.13,107.646,shale
1781.4,97.252,68.389,2.588,2.153,2.129,107.666,shale
1781.5,97.197,68.436,2.513,2.086,2.128,107.538,shale
1781.6,97.102,67.733,2.464,2.04,2.127,107.321,shale
1781.7,96.982,66.781,2.452,2.021,2.127,107.045,shale
1781.8,96.851,66.101,2.48,2.031,2.127,106.759,shale
1781.9,96.718,65.949,2.539,2.064,2.128,106.523,shale
1782,96.599,66.287,2.606,2.106,2.13,106.379,shale
1782.1,96.508,67.035,2.647,2.134,2.131,106.318,shale
1782.2,96.462,68.065,2.632,2.124,2.132,106.291,shale
1782.3,96.458,69.096,2.553,2.068,2.134,106.243,shale
1782.4,96.476,69.806,2.427,1.978,2.135,106.184,shale
1782.5,96.489,70.096,2.287,1.877,2.137,106.158,shale
1782.6,96.475,70.101,2.164,1.786,2.139,106.18,shale
1782.7,96.423,70.037,2.075,1.716,2.142,106.235,shale
1782.8,96.34,69.973,2.027,1.673,2.145,106.303,shale
1782.9,96.241,69.859,2.012,1.654,2.148,106.399,shale
1783,96.142,69.665,2.022,1.653,2.151,106.54,shale
1783.1,96.05,69.42,2.04,1.661,2.155,106.718,shale
1783.2,95.955,69.198,2.055,1.668,2.162,106.867,shale
1783.3,95.836,69.104,2.057,1.669,2.173,106.923,shale
1783.4,95.665,69.333,2.051,1.663,2.185,106.99,shale
1783.5,95.423,69.902,2.051,1.661,2.197,107.155,shale
1783.6,95.111,70.589,2.071,1.674,2.205,107.24,shale
1783.7,94.751,71.127,2.124,1.714,2.208,106.868,shale
1783.8,94.38,71.458,2.212,1.784,2.204,105.935,shale
1783.9,94.035,71.814,2.328,1.877,2.197,104.907,shale
1784,93.737,72.549,2.449,1.975,2.188,104.375,shale
1784.1,93.486,73.773,2.543,2.055,2.182,104.512,shale
1784.2,93.266,75.315,2.582,2.094,2.179,104.983,shale
1784.3,93.053,76.795,2.561,2.086,2.179,105.481,shale
1784.4,92.842,77.793,2.502,2.048,2.183,105.864,shale
1784.5,92.641,78.018,2.438,2.004,2.186,105.861,shale
1784.6,92.47,77.487,2.399,1.977,2.189,105.143,shale
1784.7,92.349,76.55,2.398,1.977,2.189,103.754,shale
1784.8,92.295,75.741,2.437,2.006,2.189,102.336,shale
1784.9,92.316,75.507,2.5,2.054,2.188,101.573,shale
1785,92.417,75.924,2.56,2.102,2.188,101.653,shale
1785.1,92.585,76.678,2.586,2.126,2.19,102.278,shale
1785.2,92.797,77.293,2.564,2.114,2.191,103.066,shale
1785.3,93.014,77.18,2.505,2.072,2.191,103.788,shale
1785.4,93.195,75.986,2.443,2.027,2.187,104.126,shale
1785.5,93.303,73.833,2.418,2.007,2.178,103.787,shale
1785.6,93.319,71.274,2.46,2.034,2.167,102.877,shale
1785.7,93.246,68.987,2.591,2.128,2.156,101.834,shale
1785.8,93.104,67.436,2.829,2.305,2.147,101.604,shale
1785.9,92.915,66.675,3.176,2.576,2.143,102.798,shale
1786,92.691,66.602,3.591,2.922,2.143,104.951,shale
1786.1,92.429,67.121,3.945,3.251,2.147,107.014,shale
1786.2,92.126,68.214,4.051,3.398,2.152,108.204,shale
1786.3,91.789,69.717,3.834,3.264,2.156,108.493,shale
1786.4,91.441,71.23,3.424,2.936,2.159,108.201,shale
1786.5,91.108,72.155,3.007,2.581,2.16,107.647,shale
1786.6,90.807,71.989,2.687,2.301,2.16,106.809,shale
1786.7,90.531,70.658,2.486,2.121,2.16,105.888,shale
1786.8,90.252,68.749,2.385,2.029,2.161,105.389,shale
1786.9,89.931,67.332,2.349,1.996,2.162,105.406,shale
1787,89.542,67.492,2.328,1.986,2.164,105.681,shale
1787.1,89.086,69.682,2.275,1.96,2.167,105.886,shale
1787.2,88.588,73.504,2.17,1.894,2.171,105.891,shale
1787.3,88.068,77.885,2.029,1.792,2.176,105.782,shale
1787.4,87.528,81.579,1.892,1.682,2.184,105.698,shale
1787.5,86.94,83.88,1.794,1.595,2.196,105.654,shale
1787.6,86.259,84.818,1.758,1.553,2.213,105.661,shale
1787.7,85.447,85.011,1.793,1.567,2.237,105.641,shale
1787.8,84.483,85.442,1.905,1.64,2.266,105.338,shale
1787.9,83.362,86.979,2.093,1.771,2.3,104.133,shale
1788,82.082,89.851,2.344,1.95,2.333,101.481,shale
1788.1,80.624,93.739,2.617,2.154,2.364,97.759,shale
1788.2,78.965,97.975,2.848,2.345,2.388,94.1,shale
1788.3,77.102,101.936,2.976,2.484,2.405,91.584,shale
1788.4,75.089,105.17,2.987,2.55,2.415,90.52,shale
1788.5,73.041,107.509,2.919,2.554,2.417,90.807,shale
1788.6,71.122,108.958,2.825,2.521,2.412,92.309,shale
1788.7,69.499,109.645,2.74,2.471,2.399,94.652,shale
1788.8,68.298,109.678,2.676,2.413,2.378,97.024,shale
1788.9,67.586,108.913,2.624,2.346,2.352,98.532,shale
1789,67.379,107.066,2.567,2.267,2.323,99.056,shale
1789.1,67.652,104.142,2.494,2.178,2.295,99.195,shale
1789.2,68.35,100.507,2.4,2.083,2.27,99.521,shale
1789.3,69.395,96.896,2.297,1.991,2.248,100.063,shale
1789.4,70.69,94.283,2.201,1.914,2.231,100.597,shale
1789.5,72.132,93.369,2.128,1.862,2.218,101.191,shale
1789.6,73.63,94.096,2.092,1.842,2.209,102.033,shale
1789.7,75.122,95.516,2.1,1.859,2.202,102.963,shale
1789.8,76.584,96.345,2.159,1.915,2.197,103.171,shale
1789.9,78.021,95.427,2.275,2.018,2.192,101.906,shale
1790,79.444,92.438,2.456,2.172,2.187,99.509,shale
1790.1,80.853,87.995,2.694,2.372,2.182,97.2,shale
1790.2,82.229,83.18,2.956,2.589,2.176,95.854,shale
1790.3,83.538,79.095,3.171,2.766,2.169,95.354,shale
1790.4,84.748,76.458,3.254,2.835,2.163,95.655,shale
1790.5,85.831,75.198,3.171,2.769,2.158,97.21,shale
1790.6,86.776,74.785,2.97,2.603,2.155,100.074,shale
1790.7,87.588,74.608,2.739,2.408,2.155,103.112,shale
1790.8,88.283,74.33,2.545,2.239,2.158,104.732,shale
1790.9,88.887,73.819,2.416,2.122,2.162,104.561,shale
1791,89.426,73.157,2.358,2.064,2.166,103.52,shale
1791.1,89.925,72.504,2.365,2.063,2.169,102.649,shale
1791.2,90.407,71.87,2.431,2.113,2.17,102.125,shale
1791.3,90.885,71.279,2.551,2.207,2.169,101.789,shale
1791.4,91.357,70.801,2.711,2.335,2.167,101.831,shale
1791.5,91.812,70.444,2.885,2.477,2.164,102.501,shale
1791.6,92.232,70.23,3.022,2.593,2.162,103.705,shale
1791.7,92.6,70.249,3.057,2.623,2.159,104.861,shale
1791.8,92.912,70.484,2.954,2.536,2.158,105.439,shale
1791.9,93.17,70.718,2.747,2.364,2.156,105.411,shale
1792,93.375,70.694,2.517,2.173,2.155,105.115,shale
1792.1,93.527,70.275,2.33,2.015,2.153,104.828,shale
1792.2,93.627,69.408,2.224,1.918,2.152,104.578,shale
1792.3,93.682,68.179,2.211,1.892,2.15,104.358,shale
1792.4,93.7,66.768,2.296,1.941,2.149,104.199,shale
1792.5,93.698,65.411,2.476,2.063,2.148,104.109,shale
1792.6,93.711,64.367,2.733,2.246,2.148,104.059,shale
1792.7,93.791,63.965,3.019,2.459,2.149,104.063,shale
1792.8,93.995,64.336,3.258,2.645,2.151,104.227,shale
1792.9,94.354,65.344,3.38,2.75,2.154,104.558,shale
1793,94.854,66.74,3.374,2.755,2.157,104.936,shale
1793.1,95.439,68.167,3.285,2.689,2.161,105.248,shale
1793.2,96.038,69.249,3.171,2.599,2.163,105.441,shale
1793.3,96.596,69.774,3.066,2.514,2.164,105.527,shale
1793.4,97.103,69.841,2.978,2.442,2.164,105.498,shale
1793.5,97.58,69.799,2.896,2.377,2.163,105.331,shale
1793.6,98.05,69.981,2.803,2.305,2.162,105.023,shale
1793.7,98.509,70.504,2.682,2.21,2.161,104.653,shale
1793.8,98.918,71.194,2.528,2.087,2.161,104.337,shale
1793.9,99.234,71.767,2.352,1.948,2.161,104.176,shale
1794,99.443,72.048,2.177,1.814,2.162,104.193,shale
1794.1,99.573,72.003,2.029,1.703,2.162,104.168,shale
1794.2,99.673,71.739,1.921,1.624,2.162,103.169,shale
1794.3,99.779,71.47,1.858,1.578,2.161,99.909,shale
1794.4,99.898,71.393,1.839,1.564,2.159,94.103,shale
1794.5,100.014,71.557,1.86,1.579,2.158,87.066,shale
1794.6,100.098,71.813,1.917,1.618,2.158,81.049,shale
1794.7,100.142,72.007,2,1.677,2.159,77.435,shale
1794.8,100.156,72.122,2.096,1.744,2.161,76.902,shale
1794.9,100.173,72.19,2.188,1.807,2.162,79.764,shale
1795,100.232,72.246,2.264,1.857,2.162,85.538,shale
1795.1,100.352,72.281,2.315,1.891,2.16,92.528,shale
1795.2,100.526,72.218,2.346,1.917,2.154,98.21,shale
1795.3,100.734,71.811,2.371,1.945,2.147,101.293,shale
1795.4,100.95,70.9,2.411,1.991,2.138,102.295,shale
1795.5,101.142,69.549,2.484,2.067,2.13,102.674,shale
1795.6,101.284,67.97,2.601,2.179,2.124,103.159,shale
1795.7,101.364,66.485,2.763,2.327,2.121,103.744,shale
1795.8,101.386,65.435,2.959,2.502,2.121,104.503,shale
1795.9,101.367,64.994,3.154,2.68,2.123,105.402,shale
1796,101.333,65.266,3.295,2.822,2.124,106.303,shale
1796.1,101.314,66.235,3.337,2.884,2.125,106.878,shale
1796.2,101.321,67.669,3.27,2.85,2.125,106.871,shale
1796.3,101.35,69.167,3.127,2.738,2.125,106.366,shale
1796.4,101.382,70.369,2.951,2.588,2.126,105.686,shale
1796.5,101.406,71.021,2.776,2.433,2.127,105.109,shale
1796.6,101.431,70.999,2.624,2.297,2.129,104.738,shale
1796.7,101.482,70.351,2.509,2.193,2.132,104.544,shale
1796.8,101.585,69.225,2.441,2.13,2.135,104.458,shale
1796.9,101.747,67.751,2.426,2.116,2.137,104.403,shale
1797,101.951,66.078,2.471,2.153,2.137,104.326,shale
1797.1,102.162,64.353,2.577,2.244,2.136,104.183,shale
1797.2,102.347,62.737,2.74,2.384,2.134,103.984,shale
1797.3,102.485,61.412,2.94,2.559,2.131,103.796,shale
1797.4,102.568,60.579,3.142,2.736,2.127,103.738,shale
1797.5,102.596,60.311,3.298,2.878,2.123,103.946,shale
1797.6,102.571,60.551,3.37,2.951,2.12,104.461,shale
1797.7,102.5,61.037,3.351,2.946,2.118,105.147,shale
1797.8,102.401,61.462,3.261,2.877,2.119,105.801,shale
1797.9,102.305,61.585,3.141,2.777,2.121,106.275,shale
1798,102.249,61.371,3.023,2.671,2.126,106.503,shale
1798.1,102.26,61.046,2.931,2.582,2.132,106.497,shale
1798.2,102.332,60.875,2.88,2.523,2.139,106.262,shale
1798.3,102.428,60.993,2.875,2.502,2.147,105.759,shale
1798.4,102.492,61.421,2.918,2.519,2.156,104.987,shale
1798.5,102.49,62.061,3.007,2.575,2.164,104.036,shale
1798.6,102.42,62.749,3.134,2.665,2.172,103.063,shale
1798.7,102.317,63.349,3.288,2.781,2.181,102.238,shale
1798.8,102.222,63.854,3.456,2.913,2.19,101.633,shale
1798.9,102.167,64.314,3.624,3.047,2.198,101.135,shale
1799,102.157,64.755,3.772,3.161,2.205,100.535,shale
1799.1,102.184,65.043,3.865,3.226,2.207,99.728,shale
1799.2,102.234,65.086,3.86,3.203,2.203,98.775,shale
1799.3,102.302,65.003,3.719,3.065,2.192,97.811,shale
1799.4,102.382,65.034,3.449,2.823,2.176,97.025,shale
1799.5,102.466,65.299,3.103,2.53,2.159,96.658,shale
1799.6,102.537,65.831,2.748,2.241,2.144,96.916,shale
