depth,SP,GR,LLD,LLS,DEN,AC,litholody
998.4,24.635,80.453,1.528,1.201,1.829,138.867,shale
998.5,24.558,81.018,1.542,1.224,1.845,138.154,shale
998.6,24.423,82.354,1.582,1.27,1.861,137.638,shale
998.7,24.245,84.16,1.648,1.331,1.881,137.109,shale
998.8,24.062,85.984,1.733,1.397,1.907,136.5,shale
998.9,23.912,87.438,1.821,1.456,1.943,135.549,shale
999,23.816,88.328,1.9,1.502,1.988,134.132,shale
999.1,23.762,88.746,1.965,1.537,2.038,132.425,shale
999.2,23.736,88.962,2.016,1.563,2.085,130.936,shale
999.3,23.741,89.276,2.057,1.585,2.121,129.928,shale
999.4,23.794,89.874,2.091,1.603,2.141,129.449,shale
999.5,23.911,90.604,2.117,1.618,2.146,129.422,shale
999.6,24.084,91.002,2.132,1.627,2.139,129.898,shale
999.7,24.267,90.667,2.127,1.629,2.127,130.775,shale
999.8,24.405,89.571,2.096,1.619,2.118,131.541,shale
999.9,24.456,88.267,2.035,1.596,2.116,131.938,shale
1000,24.424,87.479,1.948,1.555,2.123,132.338,shale
1000.1,24.346,87.553,1.849,1.499,2.136,133.373,shale
1000.2,24.271,88.267,1.752,1.437,2.15,135.158,shale
1000.3,24.228,89.106,1.671,1.376,2.16,137.175,shale
1000.4,24.208,89.629,1.609,1.325,2.16,139.026,shale
1000.5,24.181,89.691,1.566,1.284,2.149,140.71,shale
1000.6,24.121,89.537,1.538,1.251,2.128,142.354,shale
1000.7,24.03,89.596,1.522,1.226,2.1,143.841,shale
1000.8,23.939,90.084,1.519,1.209,2.074,144.94,shale
1000.9,23.889,90.992,1.531,1.203,2.054,145.822,shale
1001,23.904,92.302,1.56,1.209,2.043,146.079,shale
1001.1,23.978,94.045,1.604,1.227,2.041,144.869,shale
1001.2,24.09,96.3,1.659,1.255,2.045,141.747,shale
1001.3,24.229,98.945,1.714,1.288,2.052,137.295,shale
1001.4,24.403,101.396,1.757,1.316,2.061,133.142,shale
1001.5,24.641,102.813,1.774,1.332,2.071,130.379,shale
1001.6,24.971,102.53,1.762,1.333,2.082,129.034,shale
1001.7,25.383,100.408,1.726,1.318,2.089,128.85,shale
1001.8,25.821,96.907,1.676,1.292,2.09,130.658,shale
1001.9,26.194,92.95,1.624,1.261,2.083,135.089,shale
1002,26.414,89.495,1.575,1.229,2.068,141.088,shale
1002.1,26.438,87.083,1.533,1.198,2.048,146.447,shale
1002.2,26.277,85.781,1.499,1.17,2.027,149.36,shale
1002.3,25.999,85.403,1.471,1.146,2.004,150.106,shale
1002.4,25.684,85.673,1.447,1.128,1.983,150.196,shale
1002.5,25.397,86.356,1.428,1.115,1.965,150.521,shale
1002.6,25.16,87.464,1.414,1.108,1.954,150.773,shale
1002.7,24.962,89.089,1.406,1.108,1.954,150.671,shale
1002.8,24.783,91.134,1.404,1.112,1.966,150.46,shale
1002.9,24.62,93.251,1.408,1.12,1.989,150.294,shale
1003,24.491,94.965,1.417,1.13,2.018,150.096,shale
1003.1,24.426,95.917,1.43,1.143,2.044,149.726,shale
1003.2,24.434,95.993,1.45,1.159,2.063,149.116,shale
1003.3,24.493,95.38,1.476,1.179,2.072,148.188,shale
1003.4,24.559,94.364,1.51,1.204,2.075,146.909,shale
1003.5,24.591,93.235,1.554,1.236,2.075,145.46,shale
1003.6,24.581,92.201,1.606,1.274,2.077,144.302,shale
1003.7,24.55,91.274,1.662,1.313,2.083,143.694,shale
1003.8,24.531,90.42,1.719,1.35,2.092,143.216,shale
1003.9,24.543,89.624,1.77,1.381,2.101,142.349,shale
1004,24.579,88.901,1.811,1.403,2.11,141.145,shale
1004.1,24.609,88.39,1.833,1.415,2.117,140.011,shale
1004.2,24.602,88.275,1.833,1.415,2.122,139.247,shale
1004.3,24.545,88.801,1.808,1.401,2.125,138.719,shale
1004.4,24.448,90.185,1.766,1.375,2.128,138.066,shale
1004.5,24.335,92.437,1.715,1.342,2.129,137.332,shale
1004.6,24.232,95.191,1.667,1.31,2.128,136.901,shale
1004.7,24.156,97.758,1.631,1.287,2.126,137.018,shale
1004.8,24.111,99.404,1.611,1.276,2.121,137.357,shale
1004.9,24.088,99.495,1.607,1.279,2.116,137.293,shale
1005,24.07,97.966,1.619,1.294,2.11,136.569,shale
1005.1,24.041,95.335,1.642,1.318,2.104,135.595,shale
1005.2,23.995,92.405,1.673,1.346,2.1,134.956,shale
1005.3,23.937,90.023,1.706,1.376,2.099,134.626,shale
1005.4,23.875,88.727,1.736,1.405,2.102,134.237,shale
1005.5,23.821,88.472,1.758,1.431,2.11,133.698,shale
1005.6,23.78,88.8,1.77,1.451,2.123,133.392,shale
1005.7,23.747,89.097,1.773,1.465,2.138,133.673,shale
1005.8,23.718,88.827,1.772,1.476,2.154,134.206,shale
1005.9,23.696,87.708,1.776,1.486,2.167,134.422,shale
1006,23.691,85.937,1.794,1.505,2.177,133.814,shale
1006.1,23.718,84.059,1.837,1.539,2.184,132.486,shale
1006.2,23.792,82.599,1.907,1.595,2.189,130.75,shale
1006.3,23.93,81.887,2.005,1.672,2.195,128.61,shale
1006.4,24.143,81.899,2.12,1.762,2.201,125.876,shale
1006.5,24.439,82.415,2.228,1.845,2.209,122.233,shale
1006.6,24.81,83.183,2.3,1.896,2.216,118.185,shale
1006.7,25.238,84.073,2.316,1.902,2.22,114.777,shale
1006.8,25.696,85.061,2.281,1.866,2.218,113.221,shale
1006.9,26.162,86.258,2.218,1.806,2.211,113.783,shale
1007,26.642,87.719,2.156,1.746,2.198,115.583,shale
1007.1,27.156,89.388,2.118,1.703,2.185,117.434,shale
1007.2,27.735,91.003,2.114,1.689,2.178,118.412,shale
1007.3,28.41,92.334,2.144,1.707,2.182,118.494,shale
1007.4,29.235,93.276,2.2,1.751,2.196,117.92,shale
1007.5,30.264,93.962,2.266,1.807,2.213,117.169,shale
1007.6,31.509,94.536,2.327,1.861,2.225,116.724,shale
1007.7,32.929,95.068,2.367,1.898,2.228,116.857,shale
1007.8,34.439,95.48,2.379,1.909,2.227,117.678,shale
1007.9,35.936,95.636,2.366,1.899,2.225,119.007,shale
1008,37.334,95.332,2.344,1.88,2.224,120.461,shale
1008.1,38.587,94.544,2.33,1.866,2.223,121.666,shale
1008.2,39.686,93.536,2.338,1.867,2.214,122.428,shale
1008.3,40.657,92.699,2.374,1.89,2.208,122.8,shale
1008.4,41.528,92.312,2.439,1.934,2.202,122.996,shale
1008.5,42.319,92.358,2.523,1.996,2.201,123.228,shale
1008.6,43.047,92.618,2.61,2.065,2.2,123.487,shale
1008.7,43.748,92.93,2.676,2.126,2.201,123.724,shale
1008.8,44.451,93.176,2.705,2.163,2.202,123.969,shale
1008.9,45.167,93.309,2.69,2.168,2.2,124.278,shale
1009,45.882,93.314,2.642,2.142,2.195,124.861,shale
1009.1,46.57,93.099,2.584,2.101,2.188,125.579,shale
1009.2,47.205,92.48,2.54,2.067,2.18,126.133,shale
1009.3,47.782,91.257,2.538,2.062,2.175,125.43,shale
1009.4,48.322,89.484,2.6,2.106,2.174,121.999,shale
1009.5,48.869,87.506,2.748,2.209,2.182,115.544,shale
1009.6,49.483,85.865,2.996,2.378,2.199,107.409,shale
1009.7,50.213,85.007,3.34,2.608,2.222,100.203,sand
1009.8,51.093,85.053,3.739,2.876,2.248,96.303,sand
1009.9,52.117,85.826,4.098,3.125,2.268,96.431,sand
1010,53.254,86.868,4.292,3.277,2.273,99.729,sand
1010.1,54.466,87.626,4.264,3.285,2.259,105.524,sand
1010.2,55.73,87.794,4.079,3.176,2.229,113.196,sand
1010.3,57.032,87.274,3.85,3.025,2.19,121.152,sand
1010.4,58.354,86.15,3.662,2.892,2.153,127.425,sand
1010.5,59.657,84.673,3.546,2.805,2.123,130.919,sand
1010.6,60.882,83.205,3.499,2.768,2.103,132.326,sand
1010.7,61.98,82.13,3.497,2.768,2.093,133.424,sand
1010.8,62.938,81.698,3.51,2.784,2.089,135.091,sand
1010.9,63.779,81.91,3.51,2.793,2.088,136.816,sand
1011,64.545,82.489,3.493,2.788,2.088,137.878,sand
1011.1,65.277,83.045,3.473,2.779,2.085,138.423,sand
1011.2,65.986,83.299,3.475,2.785,2.082,138.987,sand
1011.3,66.66,83.165,3.53,2.828,2.077,139.378,sand
1011.4,67.284,82.785,3.668,2.925,2.074,139.362,sand
1011.5,67.863,82.394,3.906,3.086,2.073,139.235,sand
1011.6,68.421,82.124,4.245,3.302,2.073,139.51,sand
1011.7,69.002,81.977,4.655,3.552,2.074,140.352,sand
1011.8,69.637,81.877,5.072,3.8,2.074,141.408,sand
1011.9,70.331,81.764,5.427,4.008,2.073,142.238,sand
1012,71.052,81.623,5.671,4.148,2.069,143.024,sand
1012.1,71.742,81.392,5.799,4.213,2.063,144.277,sand
1012.2,72.332,80.959,5.843,4.216,2.056,145.738,sand
1012.3,72.772,80.185,5.845,4.182,2.047,146.848,sand
1012.4,73.049,78.97,5.824,4.127,2.038,147.536,sand
1012.5,73.188,77.385,5.776,4.054,2.03,147.944,sand
1012.6,73.237,75.69,5.691,3.96,2.024,148.253,sand
1012.7,73.235,74.229,5.57,3.848,2.021,148.377,sand
1012.8,73.199,73.313,5.423,3.727,2.022,148.024,sand
1012.9,73.116,73.081,5.265,3.606,2.027,147.145,sand
1013,72.97,73.398,5.109,3.496,2.037,145.817,sand
1013.1,72.763,73.98,4.961,3.399,2.048,144.606,sand
1013.2,72.519,74.523,4.826,3.317,2.06,144.008,sand
1013.3,72.263,74.796,4.703,3.243,2.069,143.724,sand
1013.4,72.004,74.823,4.594,3.171,2.074,143.177,sand
1013.5,71.725,74.824,4.492,3.095,2.075,142.083,sand
1013.6,71.386,74.996,4.388,3.007,2.076,140.648,sand
1013.7,70.95,75.383,4.262,2.903,2.078,139.135,sand
1013.8,70.405,75.872,4.095,2.778,2.082,137.765,sand
1013.9,69.776,76.22,3.872,2.627,2.087,136.698,sand
1014,69.103,76.223,3.584,2.447,2.091,136.314,sand
1014.1,68.414,75.9,3.245,2.239,2.088,137.059,sand
1014.2,67.7,75.5,2.884,2.02,2.076,138.581,sand
1014.3,66.933,75.345,2.541,1.808,2.051,140.151,sand
1014.4,66.086,75.773,2.248,1.624,2.016,141.337,sand
1014.5,65.153,76.974,2.027,1.481,1.979,142.071,sand
1014.6,64.142,78.873,1.884,1.383,1.95,141.636,sand
1014.7,63.043,81.196,1.82,1.334,1.934,138.862,sand
1014.8,61.794,83.554,1.833,1.334,1.937,133.364,sand
1014.9,60.295,85.606,1.922,1.384,1.961,126.286,sand
1015,58.433,87.172,2.084,1.486,2.005,119.894,sand
1015.1,56.146,88.192,2.309,1.633,2.056,116.008,sand
1015.2,53.48,88.653,2.557,1.806,2.1,115.751,sand
1015.3,50.591,88.551,2.751,1.955,2.127,119.067,sand
1015.4,47.7,87.967,2.816,2.024,2.132,124.707,shale
1015.5,45.021,87.065,2.743,1.992,2.122,130.591,shale
1015.6,42.697,86.085,2.586,1.889,2.104,134.878,shale
1015.7,40.77,85.415,2.41,1.764,2.087,137.286,shale
1015.8,39.187,85.435,2.25,1.65,2.073,138.514,shale
1015.9,37.84,86.231,2.117,1.559,2.062,139.407,shale
1016,36.613,87.538,2.009,1.492,2.052,140.205,shale
1016.1,35.43,88.917,1.921,1.442,2.042,140.961,shale
1016.2,34.282,89.975,1.851,1.405,2.031,141.694,shale
1016.3,33.204,90.517,1.796,1.376,2.02,142.247,shale
1016.4,32.247,90.542,1.754,1.352,2.012,142.752,shale
1016.5,31.44,90.091,1.722,1.333,2.01,143.331,shale
1016.6,30.776,89.194,1.698,1.316,2.016,143.696,shale
1016.7,30.212,87.907,1.677,1.302,2.03,143.336,shale
1016.8,29.701,86.338,1.663,1.292,2.051,142.086,shale
1016.9,29.213,84.728,1.66,1.29,2.074,140.248,shale
1017,28.74,83.397,1.672,1.3,2.098,138.219,shale
1017.1,28.297,82.593,1.707,1.328,2.12,136.152,shale
1017.2,27.9,82.406,1.767,1.377,2.14,133.961,shale
1017.3,27.555,82.704,1.85,1.444,2.159,131.291,shale
1017.4,27.257,83.304,1.945,1.519,2.177,127.801,shale
1017.5,26.991,84.045,2.038,1.594,2.191,123.906,shale
1017.6,26.744,84.745,2.115,1.66,2.2,120.343,shale
1017.7,26.512,85.238,2.163,1.709,2.201,117.907,shale
1017.8,26.297,85.464,2.171,1.73,2.192,117.153,shale
1017.9,26.107,85.526,2.139,1.715,2.173,118.368,shale
1018,25.959,85.637,2.079,1.669,2.149,121.595,shale
1018.1,25.866,85.985,2.008,1.606,2.122,126.002,shale
1018.2,25.832,86.612,1.942,1.544,2.098,130.122,shale
1018.3,25.855,87.43,1.888,1.491,2.078,132.617,shale
1018.4,25.927,88.331,1.845,1.448,2.066,133.522,shale
1018.5,26.044,89.252,1.813,1.414,2.059,133.707,shale
1018.6,26.196,90.214,1.795,1.39,2.055,133.705,shale
1018.7,26.362,91.4,1.795,1.378,2.048,133.848,shale
1018.8,26.517,92.894,1.82,1.384,2.039,133.538,shale
1018.9,26.63,94.495,1.87,1.41,2.03,132.19,shale
1019,26.694,95.871,1.94,1.453,2.029,129.249,shale
1019.1,26.729,96.799,2.02,1.509,2.043,124.432,shale
1019.2,26.775,97.263,2.099,1.572,2.073,118.54,shale
1019.3,26.866,97.365,2.163,1.629,2.117,112.36,shale
1019.4,27.004,97.172,2.202,1.668,2.161,107.786,shale
1019.5,27.141,96.747,2.211,1.683,2.189,106.512,shale
1019.6,27.205,96.102,2.191,1.669,2.189,109.465,shale
1019.7,27.132,95.163,2.143,1.631,2.163,115.584,shale
1019.8,26.911,93.97,2.071,1.573,2.121,122.88,shale
1019.9,26.582,92.802,1.976,1.502,2.074,130.564,shale
1020,26.219,92.078,1.867,1.424,2.029,137.911,shale
1020.1,25.888,91.983,1.758,1.35,1.991,144.515,shale
1020.2,25.623,92.375,1.667,1.291,1.964,148.756,shale
1020.3,25.425,92.875,1.607,1.257,1.952,149.78,shale
1020.4,25.273,93.055,1.586,1.251,1.956,148.224,shale
1020.5,25.137,92.607,1.602,1.27,1.974,145.39,shale
1020.6,24.989,91.496,1.646,1.308,2.001,142.305,shale
1020.7,24.816,90.036,1.705,1.358,2.03,139.176,shale
1020.8,24.622,88.692,1.768,1.41,2.056,136.531,shale
1020.9,24.431,87.743,1.824,1.46,2.076,134.634,shale
1021,24.274,87.219,1.87,1.505,2.093,133.647,shale
1021.1,24.18,86.938,1.911,1.55,2.108,133.311,shale
1021.2,24.159,86.715,1.953,1.598,2.123,133.248,shale
1021.3,24.186,86.418,2.002,1.647,2.14,133.058,shale
1021.4,24.222,85.992,2.05,1.691,2.155,132.306,shale
1021.5,24.235,85.598,2.088,1.724,2.167,131.102,shale
1021.6,24.231,85.477,2.106,1.739,2.173,129.906,shale
1021.7,24.248,85.75,2.1,1.734,2.172,129.524,shale
1021.8,24.326,86.299,2.074,1.713,2.163,130.367,shale
1021.9,24.478,86.869,2.033,1.678,2.142,132.264,shale
1022,24.678,87.262,1.985,1.636,2.105,134.758,shale
1022.1,24.885,87.421,1.938,1.59,2.055,137.286,shale
1022.2,25.065,87.425,1.897,1.547,1.996,139.671,shale
1022.3,25.214,87.409,1.867,1.507,1.942,141.222,shale
1022.4,25.361,87.541,1.848,1.472,1.903,141.543,shale
1022.5,25.555,87.933,1.837,1.445,1.888,140.129,shale
1022.6,25.835,88.576,1.835,1.426,1.901,136.795,shale
1022.7,26.225,89.421,1.842,1.42,1.94,131.913,shale
1022.8,26.735,90.469,1.857,1.424,1.998,125.906,shale
1022.9,27.36,91.77,1.877,1.436,2.064,119.96,shale
1023,28.068,93.387,1.902,1.452,2.126,115.134,shale
1023.1,28.796,95.259,1.936,1.476,2.176,112.228,shale
1023.2,29.454,97.102,1.98,1.512,2.214,111,shale
1023.3,29.958,98.542,2.035,1.562,2.24,110.494,shale
1023.4,30.244,99.208,2.102,1.627,2.246,109.718,shale
1023.5,30.285,98.73,2.171,1.695,2.219,108.081,shale
1023.6,30.083,97.085,2.225,1.745,2.148,106.047,shale
1023.7,29.668,94.708,2.24,1.757,2.04,105.235,shale
1023.8,29.089,92.244,2.21,1.728,1.916,107.532,shale
1023.9,28.406,90.295,2.151,1.673,1.803,113.144,shale
1025.2,25.291,88.072,1.926,1.599,1.819,127.821,shale
1025.3,25.246,88.019,1.97,1.625,1.855,125.491,shale
1025.4,25.191,87.785,1.995,1.635,1.871,123.637,shale
1025.5,25.121,87.625,1.996,1.628,1.863,122.724,shale
1025.6,25.044,87.729,1.977,1.604,1.839,124.063,shale
1025.7,24.972,88.153,1.941,1.568,1.809,127.703,shale
1026.2,24.469,90.377,1.674,1.336,1.804,138.704,shale
1026.3,24.254,90.354,1.639,1.312,1.82,137.914,shale
1026.4,24.011,90.294,1.619,1.299,1.829,136.069,shale
1026.5,23.758,90.214,1.611,1.295,1.833,134.195,shale
1026.6,23.503,90.023,1.615,1.295,1.836,133.077,shale
1026.7,23.254,89.59,1.629,1.3,1.843,132.735,shale
1026.8,23.021,88.845,1.652,1.308,1.858,132.798,shale
1026.9,22.818,87.783,1.682,1.319,1.884,133.136,shale
1027,22.655,86.559,1.716,1.332,1.916,133.605,shale
1027.1,22.53,85.522,1.752,1.346,1.949,133.958,shale
1027.2,22.421,85.009,1.785,1.36,1.976,133.982,shale
1027.3,22.303,85.207,1.813,1.372,1.994,133.458,shale
1027.4,22.163,86.081,1.836,1.386,2.005,132.419,shale
1027.5,22.011,87.406,1.856,1.4,2.014,131.064,shale
1027.6,21.874,88.851,1.874,1.415,2.025,129.662,shale
1027.7,21.778,90.105,1.893,1.432,2.04,128.556,shale
1027.8,21.732,90.899,1.913,1.449,2.054,127.868,shale
1027.9,21.723,91.032,1.932,1.465,2.061,127.358,shale
1028,21.726,90.523,1.946,1.477,2.058,126.876,shale
1028.1,21.722,89.581,1.95,1.484,2.047,126.537,shale
1028.2,21.708,88.449,1.943,1.483,2.032,126.6,shale
1028.3,21.693,87.461,1.927,1.476,2.021,127.058,shale
1028.4,21.693,86.829,1.905,1.462,2.018,127.886,shale
1028.5,21.708,86.412,1.879,1.444,2.025,129.159,shale
1028.6,21.728,85.928,1.855,1.427,2.038,130.516,shale
1028.7,21.735,85.296,1.836,1.416,2.053,131.566,shale
1028.8,21.715,84.66,1.824,1.412,2.063,132.195,shale
1028.9,21.661,84.31,1.82,1.416,2.062,132.741,shale
1029,21.592,84.461,1.824,1.424,2.047,133.482,shale
1029.1,21.535,85.055,1.837,1.434,2.021,134.311,shale
1029.2,21.513,85.808,1.856,1.445,1.992,134.958,shale
1029.3,21.529,86.408,1.879,1.455,1.967,134.999,shale
1029.4,21.564,86.716,1.903,1.466,1.952,134.244,shale
1029.5,21.58,86.857,1.928,1.479,1.948,132.588,shale
1029.6,21.543,87.105,1.951,1.494,1.955,130.145,shale
1029.7,21.443,87.611,1.97,1.509,1.967,127.278,shale
1029.8,21.298,88.247,1.983,1.524,1.981,124.123,shale
1029.9,21.147,88.787,1.988,1.536,1.992,120.783,shale
1030,21.032,89.066,1.988,1.545,2.001,117.685,shale
1030.1,20.973,89.014,1.983,1.552,2.009,115.698,shale
1030.2,20.968,88.733,1.976,1.559,2.014,115.655,shale
1030.3,21,88.396,1.97,1.569,2.015,117.52,shale
1030.4,21.04,88.137,1.965,1.581,2.007,120.986,shale
1030.5,21.067,87.932,1.96,1.593,1.988,125.209,shale
1030.6,21.066,87.699,1.95,1.602,1.961,128.776,shale
1030.7,21.046,87.341,1.935,1.603,1.933,130.793,shale
1030.8,21.028,86.759,1.915,1.596,1.91,131.428,shale
1030.9,21.043,85.938,1.894,1.581,1.898,131.814,shale
1031,21.111,85.066,1.874,1.562,1.898,132.613,shale
1031.1,21.23,84.496,1.855,1.539,1.907,133.583,shale
1031.2,21.363,84.525,1.838,1.515,1.923,134.053,shale
1031.3,21.462,85.226,1.826,1.491,1.941,134.047,shale
1031.4,21.492,86.49,1.823,1.472,1.958,133.897,shale
1031.5,21.465,88.143,1.835,1.464,1.978,133.079,shale
1031.6,21.43,89.977,1.868,1.471,2.002,130.768,shale
1031.7,21.445,91.751,1.925,1.502,2.035,126.938,shale
1031.8,21.557,93.266,2.008,1.56,2.074,122.215,shale
1031.9,21.764,94.431,2.114,1.643,2.114,117.684,shale
1032,22.027,95.236,2.228,1.742,2.153,114.675,shale
1032.1,22.287,95.737,2.331,1.84,2.19,113.79,shale
1032.2,22.515,96.004,2.408,1.924,2.222,114.791,shale
1032.3,22.715,96.068,2.457,1.985,2.243,116.545,shale
1032.4,22.915,95.87,2.485,2.024,2.254,117.846,shale
1032.5,23.143,95.324,2.501,2.045,2.256,117.98,shale
1032.6,23.398,94.441,2.515,2.057,2.253,117.386,shale
1032.7,23.648,93.346,2.529,2.066,2.242,116.906,sand
1032.8,23.842,92.174,2.541,2.076,2.22,117.152,sand
1032.9,23.932,91.145,2.543,2.084,2.185,118.451,sand
1033,23.901,90.575,2.53,2.083,2.138,120.225,sand
1033.1,23.775,90.67,2.5,2.071,2.082,122.041,sand
1033.2,23.617,91.383,2.462,2.048,2.025,124.132,sand
1033.3,23.502,92.32,2.427,2.022,1.976,126.521,sand
1033.4,23.491,92.927,2.407,2.003,1.944,128.16,sand
1033.5,23.616,92.775,2.412,1.999,1.937,128.019,sand
1033.6,23.876,91.658,2.445,2.017,1.955,126.257,sand
1033.7,24.248,89.769,2.509,2.062,1.991,124.1,sand
1033.8,24.708,87.696,2.607,2.138,2.03,122.812,sand
1033.9,25.235,86.078,2.734,2.241,2.062,122.54,sand
1034,25.811,85.347,2.874,2.358,2.081,122.986,sand
1034.1,26.412,85.564,3.001,2.468,2.096,124.217,sand
1034.2,26.999,86.532,3.084,2.548,2.116,125.953,sand
1034.3,27.529,87.924,3.101,2.58,2.134,127.326,sand
1034.4,27.96,89.586,3.049,2.559,2.15,127.669,shale
1034.5,28.268,91.48,2.946,2.492,2.161,126.935,shale
1034.6,28.45,93.473,2.824,2.4,2.169,125.641,shale
1034.7,28.52,95.445,2.711,2.308,2.179,124.459,shale
1034.8,28.503,97.192,2.621,2.233,2.187,123.691,shale
1034.9,28.433,98.431,2.556,2.178,2.197,123.321,shale
1035,28.349,98.865,2.515,2.144,2.207,123.264,shale
1035.1,28.29,98.339,2.497,2.129,2.217,123.144,shale
1035.2,28.275,97.072,2.501,2.132,2.225,122.491,shale
1035.3,28.296,95.671,2.522,2.151,2.231,121.298,shale
1035.4,28.315,94.822,2.555,2.181,2.232,119.896,shale
1035.5,28.286,94.88,2.59,2.213,2.227,118.678,shale
1035.6,28.179,95.642,2.62,2.241,2.215,117.717,shale
1035.7,27.987,96.604,2.637,2.259,2.192,116.983,shale
1035.8,27.731,97.212,2.637,2.261,2.157,116.942,shale
1035.9,27.438,97.241,2.616,2.243,2.109,118.247,shale
1036,27.127,96.884,2.574,2.204,2.05,120.87,shale
1036.1,26.796,96.555,2.517,2.148,1.987,123.936,shale
1036.2,26.439,96.591,2.453,2.083,1.935,126.625,shale
1036.3,26.054,97.525,2.394,2.02,1.907,128.756,shale
1036.4,25.661,97.824,2.349,1.966,1.911,130.173,shale
1036.5,25.296,97.66,2.326,1.929,1.946,129.989,shale
1036.6,25.007,97.15,2.329,1.914,2.005,127.716,shale
1036.7,24.834,96.65,2.355,1.917,2.073,124.14,shale
1036.8,24.802,96.464,2.395,1.933,2.138,120.579,shale
1036.9,24.905,96.746,2.435,1.951,2.188,117.933,shale
1037,25.1,97.484,2.464,1.961,2.22,116.333,shale
1037.1,25.316,98.426,2.471,1.956,2.236,115.54,shale
1037.2,25.482,99.217,2.457,1.935,2.242,115.325,shale
1037.3,25.546,99.637,2.425,1.902,2.236,115.591,shale
1037.4,25.502,99.63,2.382,1.862,2.221,116.128,shale
1037.5,25.388,99.275,2.333,1.82,2.199,116.97,shale
1037.6,25.248,98.721,2.278,1.776,2.173,118.228,shale
1037.7,25.106,98.039,2.215,1.727,2.144,119.701,shale
1037.8,24.942,97.229,2.144,1.672,2.111,121.439,shale
1037.9,24.705,96.24,2.067,1.614,2.077,123.806,shale
1038,24.346,95.086,1.99,1.555,2.044,126.737,shale
1038.1,23.857,93.789,1.915,1.501,2.014,129.865,shale
1038.2,23.276,92.479,1.846,1.455,1.989,132.931,shale
1038.3,22.677,91.215,1.787,1.421,1.966,135.64,shale
1038.4,22.142,89.955,1.739,1.396,1.943,137.526,shale
1038.5,21.727,88.653,1.702,1.379,1.914,138.321,shale
1038.6,21.445,87.425,1.674,1.366,1.879,138.409,shale
1038.7,21.264,86.53,1.656,1.355,1.84,138.494,shale
1038.8,21.129,86.248,1.648,1.348,1.804,138.778,shale
1039.3,20.421,90.394,1.734,1.401,1.827,131.389,shale
1039.4,20.398,90.295,1.765,1.422,1.862,130.471,shale
1039.5,20.407,89.878,1.788,1.434,1.9,129.595,shale
1039.6,20.401,89.454,1.796,1.432,1.938,128.698,shale
1039.7,20.349,89.298,1.791,1.418,1.973,128.241,shale
1039.8,20.251,89.488,1.778,1.397,2,128.928,shale
1039.9,20.133,89.926,1.763,1.378,2.015,130.638,shale
1040,20.037,90.35,1.753,1.365,2.019,132.426,shale
1040.1,19.997,90.507,1.753,1.364,2.013,133.499,shale
1040.2,20.03,90.268,1.763,1.372,2.003,133.353,shale
1040.3,20.127,89.632,1.776,1.387,1.991,132.431,shale
1040.4,20.262,88.713,1.789,1.405,1.98,131.731,shale
1040.5,20.4,87.722,1.799,1.425,1.969,131.736,shale
1040.6,20.517,86.781,1.808,1.444,1.96,132.218,shale
1040.7,20.608,85.944,1.816,1.46,1.954,132.836,shale
1040.8,20.687,85.148,1.826,1.474,1.951,133.36,shale
1040.9,20.771,84.292,1.839,1.488,1.95,133.755,shale
1041,20.873,83.345,1.859,1.506,1.951,133.988,shale
1041.1,20.99,82.609,1.885,1.53,1.952,133.776,shale
1041.2,21.112,82.418,1.918,1.559,1.956,132.905,shale
1041.3,21.227,82.929,1.959,1.592,1.964,131.625,shale
1041.4,21.338,84.169,2.005,1.626,1.973,130.419,shale
1041.5,21.46,86.027,2.05,1.655,1.984,129.545,shale
1041.6,21.607,88.242,2.087,1.675,1.994,128.908,shale
1041.7,21.786,90.488,2.11,1.686,2.005,127.176,shale
1041.8,21.993,92.438,2.116,1.688,2.019,122.768,shale
1041.9,22.226,93.908,2.108,1.685,2.038,116.238,shale
1042,22.472,94.757,2.09,1.68,2.061,110.232,shale
1042.1,22.714,94.88,2.068,1.675,2.087,107.311,shale
1042.2,22.926,94.326,2.048,1.671,2.115,107.69,shale
1042.3,23.088,93.38,2.032,1.667,2.142,110.148,shale
1042.4,23.197,92.414,2.021,1.66,2.17,113.912,shale
1042.5,23.277,91.784,2.015,1.648,2.2,118.341,shale
1042.6,23.368,91.719,2.016,1.637,2.231,121.661,shale
1042.7,23.515,92.219,2.023,1.63,2.26,121.71,shale
1042.8,23.741,93.044,2.036,1.63,2.282,118.688,shale
1042.9,24.034,93.879,2.056,1.639,2.292,115.303,shale
1043,24.353,94.443,2.08,1.653,2.291,113.891,shale
1043.1,24.66,94.692,2.101,1.667,2.282,114.524,shale
1043.2,24.932,94.882,2.116,1.676,2.268,115.982,shale
1043.3,25.18,95.343,2.122,1.675,2.253,117.559,shale
1043.4,25.43,96.21,2.119,1.664,2.238,118.74,shale
1043.5,25.716,97.505,2.109,1.647,2.227,118.961,shale
1043.6,26.044,98.926,2.097,1.627,2.222,118.369,shale
1043.7,26.391,100.029,2.085,1.608,2.223,117.61,shale
1043.8,26.703,100.476,2.076,1.594,2.229,117.324,shale
1043.9,26.917,100.125,2.068,1.581,2.236,117.405,shale
1044,26.991,99.003,2.056,1.564,2.235,117.114,shale
1044.1,26.923,97.218,2.03,1.536,2.217,116.255,shale
1044.2,26.751,95.021,1.983,1.486,2.179,115.383,shale
