depth,SP,GR,LLD,LLS,DEN,AC,lithology
997.2,14.382,97.695,2.526,1.616,2.17,145.742,shale
997.3,14.156,97.244,2.449,1.575,2.167,147.122,shale
997.4,14.006,96.95,2.414,1.554,2.166,148.018,shale
997.5,13.931,96.64,2.419,1.554,2.168,148.616,shale
997.6,13.936,96.052,2.462,1.574,2.172,148.774,shale
997.7,14.022,94.998,2.535,1.61,2.178,148.194,shale
997.8,14.173,93.514,2.633,1.66,2.185,146.804,shale
997.9,14.362,91.878,2.747,1.718,2.192,144.844,shale
998,14.567,90.293,2.869,1.782,2.199,142.413,shale
998.1,14.786,88.895,2.994,1.848,2.205,139.412,shale
998.2,15.041,87.735,3.114,1.912,2.211,135.9,shale
998.3,15.359,86.869,3.224,1.971,2.215,132.098,shale
998.4,15.756,86.413,3.324,2.025,2.218,128.468,shale
998.5,16.224,86.359,3.416,2.073,2.22,125.418,shale
998.6,16.752,86.48,3.508,2.119,2.221,123.187,shale
998.7,17.339,86.422,3.606,2.167,2.221,122.013,shale
998.8,17.994,85.871,3.713,2.216,2.219,121.99,shale
998.9,18.73,84.798,3.828,2.267,2.216,122.861,shale
999,19.549,83.465,3.939,2.315,2.209,124.229,shale
999.1,20.441,82.279,4.032,2.354,2.201,125.88,shale
999.2,21.399,81.564,4.093,2.377,2.193,127.701,shale
999.3,22.435,81.451,4.117,2.381,2.186,129.253,shale
999.4,23.566,81.716,4.108,2.368,2.182,129.71,shale
999.5,24.801,82.016,4.084,2.344,2.179,128.546,shale
999.6,26.129,82.154,4.064,2.318,2.175,126.127,shale
999.7,27.513,82.135,4.062,2.3,2.171,123.233,shale
999.8,28.906,82.102,4.093,2.297,2.163,120.532,shale
999.9,30.272,82.13,4.165,2.312,2.153,118.584,shale
1000,31.584,82.172,4.279,2.349,2.141,117.628,shale
1000.1,32.821,82.125,4.431,2.406,2.129,117.807,shale
1000.2,33.961,82.031,4.608,2.479,2.117,119.088,shale
1000.3,34.981,82.089,4.795,2.56,2.106,121.128,shale
1000.4,35.868,82.395,4.974,2.642,2.099,123.541,shale
1000.5,36.628,82.831,5.135,2.721,2.094,126.032,shale
1000.6,37.28,83.209,5.276,2.791,2.093,128.373,shale
1000.7,37.843,83.237,5.404,2.855,2.095,130.36,shale
1000.8,38.335,82.702,5.527,2.914,2.098,131.851,shale
1000.9,38.772,81.62,5.644,2.972,2.101,132.664,shale
1001,39.172,80.383,5.749,3.024,2.103,132.733,shale
1001.1,39.557,79.536,5.83,3.07,2.102,132.121,shale
1001.2,39.946,79.437,5.881,3.105,2.098,131.004,shale
1001.3,40.345,80.079,5.908,3.131,2.092,129.73,shale
1001.4,40.744,81.15,5.925,3.152,2.087,128.688,shale
1001.5,41.134,82.236,5.949,3.173,2.082,128.121,shale
1001.6,41.508,82.928,5.995,3.202,2.078,127.948,shale
1001.7,41.864,82.961,6.076,3.244,2.076,127.837,shale
1001.8,42.21,82.347,6.194,3.301,2.074,127.572,shale
1001.9,42.55,81.453,6.344,3.37,2.07,127.163,shale
1002,42.89,80.692,6.508,3.443,2.065,126.75,shale
1002.1,43.23,80.253,6.66,3.506,2.057,126.559,shale
1002.2,43.573,80.122,6.768,3.548,2.048,126.863,shale
1002.3,43.915,80.118,6.806,3.558,2.04,127.87,shale
1002.4,44.246,79.989,6.77,3.538,2.034,129.567,shale
1002.5,44.548,79.551,6.68,3.497,2.031,131.717,shale
1002.6,44.799,78.841,6.572,3.453,2.031,133.927,shale
1002.7,44.987,78.196,6.486,3.42,2.034,135.858,shale
1002.8,45.122,78.023,6.45,3.409,2.037,137.263,shale
1002.9,45.226,78.459,6.476,3.426,2.04,137.935,shale
1003,45.323,79.287,6.562,3.469,2.043,137.789,shale
1003.1,45.416,80.031,6.696,3.53,2.046,136.83,shale
1003.2,45.488,80.337,6.861,3.6,2.048,135.22,shale
1003.3,45.508,79.993,7.041,3.67,2.049,133.309,shale
1003.4,45.452,79.043,7.222,3.732,2.048,131.541,shale
1003.5,45.312,77.756,7.385,3.78,2.046,130.399,shale
1003.6,45.086,76.502,7.503,3.806,2.043,130.161,shale
1003.7,44.774,75.52,7.544,3.803,2.04,130.791,shale
1003.8,44.374,74.875,7.478,3.765,2.038,131.991,shale
1003.9,43.888,74.479,7.297,3.689,2.039,133.369,shale
1004,43.316,74.239,7.028,3.585,2.044,134.611,shale
1004.1,42.665,74.108,6.718,3.466,2.051,135.434,shale
1004.2,41.938,74.126,6.421,3.351,2.06,135.666,shale
1004.3,41.13,74.254,6.178,3.256,2.071,135.215,shale
1004.4,40.231,74.451,6.01,3.189,2.084,134.084,shale
1004.5,39.257,74.742,5.92,3.155,2.098,132.28,shale
1004.6,38.248,75.074,5.883,3.146,2.113,129.741,shale
1004.7,37.263,75.331,5.835,3.136,2.125,126.738,shale
1004.8,36.349,75.384,5.681,3.086,2.133,124.011,shale
1004.9,35.507,75.102,5.355,2.96,2.135,122.459,shale
1005,34.694,74.46,4.876,2.759,2.133,122.475,shale
1005.1,33.845,73.684,4.342,2.52,2.128,123.674,shale
1005.2,32.911,73.327,3.859,2.295,2.124,125.426,shale
1005.3,31.891,73.776,3.492,2.118,2.122,127.486,shale
1005.4,30.828,75.048,3.26,2.006,2.125,129.925,shale
1005.5,29.789,76.842,3.157,1.958,2.132,132.501,shale
1005.6,28.825,78.622,3.164,1.969,2.142,134.653,shale
1005.7,27.957,79.9,3.259,2.027,2.153,136.016,shale
1005.8,27.171,80.491,3.406,2.114,2.162,136.727,shale
1005.9,26.434,80.593,3.556,2.202,2.168,137.105,shale
1006,25.707,80.613,3.659,2.26,2.169,137.248,shale
1006.1,24.965,80.895,3.686,2.272,2.168,136.977,shale
1006.2,24.206,81.586,3.643,2.242,2.166,136.027,shale
1006.3,23.44,82.593,3.564,2.189,2.166,134.347,shale
1006.4,22.679,83.776,3.481,2.135,2.17,132.064,shale
1006.5,21.932,84.922,3.415,2.092,2.178,129.49,shale
1006.6,21.203,85.619,3.374,2.066,2.189,127.164,shale
1006.7,20.478,85.461,3.357,2.055,2.201,125.613,shale
1006.8,19.74,84.392,3.356,2.055,2.213,124.958,shale
1006.9,18.99,82.74,3.358,2.058,2.222,124.919,shale
1007,18.253,80.993,3.349,2.057,2.228,125.332,shale
1007.1,17.578,79.658,3.32,2.044,2.231,126.211,shale
1007.2,17.005,79.046,3.267,2.016,2.231,127.609,shale
1007.3,16.55,79.056,3.193,1.975,2.228,129.445,shale
1007.4,16.201,79.368,3.106,1.925,2.222,131.425,shale
1007.5,15.928,79.707,3.017,1.872,2.216,133.447,shale
1007.6,15.685,79.996,2.935,1.823,2.211,135.538,shale
1007.7,15.435,80.294,2.867,1.78,2.207,137.559,shale
1007.8,15.162,80.765,2.815,1.747,2.204,139.218,shale
1007.9,14.87,81.404,2.778,1.724,2.202,140.264,shale
1008,14.57,82.038,2.755,1.709,2.2,140.752,shale
1008.1,14.275,82.525,2.743,1.701,2.199,140.839,shale
1008.2,14.002,82.805,2.737,1.697,2.199,140.655,shale
1008.3,13.758,82.883,2.738,1.697,2.201,140.181,shale
1008.4,13.54,82.88,2.743,1.699,2.204,139.445,shale
1008.5,13.337,82.931,2.754,1.704,2.207,138.721,shale
1008.6,13.138,83.052,2.772,1.714,2.209,138.265,shale
1008.7,12.948,83.239,2.798,1.729,2.209,138.272,shale
1008.8,12.782,83.617,2.836,1.75,2.207,138.58,shale
1008.9,12.652,84.221,2.886,1.778,2.202,138.893,shale
1009,12.555,84.943,2.945,1.811,2.195,139.024,shale
1009.1,12.489,85.613,3.01,1.847,2.187,138.846,shale
1009.2,12.445,85.957,3.076,1.882,2.179,138.359,shale
1009.3,12.423,85.773,3.136,1.913,2.174,137.608,shale
1009.4,12.418,85.116,3.183,1.936,2.175,136.753,shale
1009.5,12.426,84.314,3.208,1.947,2.181,135.814,shale
1009.6,12.435,83.783,3.206,1.944,2.191,134.704,shale
1009.7,12.434,83.823,3.176,1.927,2.203,133.416,shale
1009.8,12.425,84.554,3.124,1.899,2.213,132.272,shale
1009.9,12.423,85.733,3.059,1.865,2.221,131.76,shale
1010,12.457,86.963,2.991,1.83,2.225,131.99,shale
1010.1,12.55,87.83,2.93,1.798,2.225,132.885,shale
1010.2,12.693,88.137,2.881,1.771,2.222,134.161,shale
1010.3,12.853,87.958,2.847,1.752,2.218,135.101,shale
1010.4,12.984,87.554,2.826,1.74,2.215,134.924,shale
1010.5,13.042,87.081,2.818,1.736,2.213,132.638,shale
1010.6,13.005,86.521,2.818,1.736,2.212,129.435,shale
1010.7,12.872,85.732,2.825,1.742,2.21,128.803,shale
1010.8,12.66,84.718,2.837,1.751,2.206,132.766,shale
1010.9,12.404,83.661,2.852,1.762,2.2,139.776,shale
1011,12.145,82.836,2.869,1.774,2.195,145.894,shale
1011.1,11.917,82.398,2.889,1.787,2.192,149.606,shale
1011.2,11.745,82.3,2.916,1.802,2.192,151.036,shale
1011.3,11.641,82.324,2.956,1.823,2.196,150.038,shale
1011.4,11.595,82.216,3.015,1.851,2.2,146.008,shale
1011.5,11.588,81.831,3.099,1.891,2.206,139.681,shale
1011.6,11.6,81.244,3.21,1.944,2.212,134.073,shale
1011.7,11.621,80.778,3.344,2.006,2.22,130.885,shale
1011.8,11.661,80.727,3.489,2.076,2.229,129.882,shale
1011.9,11.745,81.269,3.634,2.147,2.24,129.574,shale
1012,11.891,82.372,3.77,2.214,2.252,129.642,shale
1012.1,12.091,83.953,3.886,2.272,2.265,129.973,shale
1012.2,12.321,85.823,3.973,2.315,2.278,129.709,shale
1012.3,12.557,87.61,4.023,2.337,2.29,129.196,shale
1012.4,12.795,88.863,4.032,2.337,2.295,129.468,shale
1012.5,13.05,89.188,3.997,2.313,2.291,130.864,shale
1012.6,13.347,88.571,3.929,2.273,2.275,133.265,shale
1012.7,13.696,87.417,3.842,2.222,2.25,136.377,shale
1012.8,14.098,86.267,3.755,2.173,2.222,139.489,shale
1012.9,14.534,85.613,3.683,2.132,2.198,142.711,shale
1013,14.978,85.769,3.635,2.104,2.182,145.354,shale
1013.1,15.408,86.69,3.613,2.092,2.177,145.856,shale
1013.2,15.819,87.998,3.616,2.096,2.18,143.706,shale
1013.3,16.224,89.207,3.637,2.111,2.186,139.953,shale
1013.4,16.646,89.992,3.671,2.136,2.193,136.538,shale
1013.5,17.116,90.235,3.712,2.166,2.197,134.713,shale
1013.6,17.668,90.008,3.759,2.198,2.197,133.904,shale
1013.7,18.333,89.572,3.811,2.233,2.195,132.16,shale
1013.8,19.132,89.164,3.869,2.268,2.191,129.082,shale
1013.9,20.071,88.893,3.937,2.305,2.188,125.467,shale
1014,21.151,88.827,4.018,2.342,2.185,121.721,shale
1014.1,22.379,89.024,4.12,2.38,2.181,118.433,shale
1014.2,23.758,89.345,4.244,2.418,2.174,116.308,shale
1014.3,25.27,89.608,4.384,2.453,2.163,116.051,shale
1014.4,26.864,89.66,4.526,2.481,2.149,117.861,shale
1014.5,28.466,89.4,4.649,2.502,2.132,121.196,shale
1014.6,30.004,88.815,4.746,2.516,2.116,125.287,shale
1014.7,31.428,87.928,4.828,2.533,2.103,129.545,shale
1014.8,32.697,86.647,4.928,2.567,2.094,133.538,shale
1014.9,33.779,84.894,5.09,2.633,2.089,136.759,shale
1015,34.653,82.739,5.356,2.745,2.086,138.869,shale
1015.1,35.311,80.285,5.756,2.911,2.082,139.838,shale
1015.2,35.763,77.623,6.29,3.128,2.078,139.958,shale
1015.3,36.038,75.017,6.904,3.37,2.073,139.792,shale
1015.4,36.178,72.759,7.465,3.589,2.066,139.851,shale
1015.5,36.215,70.924,7.798,3.723,2.06,140.247,shale
1015.6,36.169,69.543,7.768,3.722,2.055,140.674,shale
1015.7,36.042,68.658,7.356,3.573,2.052,140.89,shale
1015.8,35.84,68.221,6.662,3.302,2.051,141.056,shale
1015.9,35.576,68.219,5.848,2.968,2.052,141.614,shale
1016,35.26,68.492,5.067,2.636,2.052,142.78,shale
1016.1,34.872,68.866,4.409,2.35,2.054,144.106,shale
1016.2,34.376,69.427,3.91,2.132,2.057,144.745,shale
1016.3,33.733,70.49,3.569,1.984,2.064,144.064,shale
1016.4,32.938,72.379,3.366,1.902,2.077,142.085,shale
1016.5,32.02,75.202,3.279,1.875,2.097,139.271,shale
1016.6,31.028,78.613,3.276,1.894,2.122,135.882,shale
1016.7,29.997,81.973,3.32,1.939,2.15,131.987,shale
1016.8,28.933,84.647,3.362,1.988,2.172,128.082,shale
1016.9,27.824,86.353,3.359,2.016,2.185,125.229,shale
1017,26.665,87.244,3.286,2.003,2.187,124.456,shale
1017.1,25.472,87.785,3.151,1.948,2.181,126.086,shale
1017.2,24.286,88.497,2.983,1.865,2.17,129.601,shale
1017.3,23.153,89.493,2.815,1.775,2.159,134.278,shale
1017.4,22.108,90.502,2.668,1.695,2.152,139.476,shale
1017.5,21.173,91.182,2.555,1.632,2.149,144.294,shale
1017.6,20.36,91.272,2.482,1.592,2.151,147.813,shale
1017.7,19.673,90.786,2.454,1.576,2.156,149.544,shale
1017.8,19.115,89.881,2.474,1.585,2.163,149.554,shale
1017.9,18.672,88.922,2.54,1.619,2.17,148.214,shale
1018,18.314,88.359,2.65,1.675,2.176,145.97,shale
1018.1,18.004,88.395,2.79,1.747,2.181,143.223,shale
1018.2,17.715,88.827,2.943,1.826,2.186,140.384,shale
1018.3,17.435,89.255,3.087,1.9,2.192,137.835,shale
1018.4,17.168,89.397,3.203,1.96,2.199,135.657,shale
1018.5,16.923,89.323,3.278,1.997,2.208,133.937,shale
1018.6,16.704,89.105,3.31,2.011,2.216,132.828,shale
1018.7,16.515,88.835,3.306,2.005,2.223,132.368,shale
1018.8,16.36,88.481,3.282,1.986,2.227,132.369,shale
1018.9,16.243,87.886,3.26,1.967,2.228,132.64,shale
1019,16.161,86.862,3.262,1.961,2.227,133.155,shale
1019.1,16.109,85.429,3.312,1.981,2.227,133.591,shale
1019.2,16.082,83.882,3.425,2.035,2.231,132.974,shale
1019.3,16.087,82.665,3.608,2.127,2.242,130.039,shale
1019.4,16.135,82.065,3.851,2.252,2.259,124.723,shale
1019.5,16.239,82.074,4.114,2.389,2.279,118.714,shale
1019.6,16.403,82.524,4.327,2.503,2.297,114.139,shale
1019.7,16.618,83.365,4.413,2.555,2.306,111.895,shale
1019.8,16.868,84.546,4.346,2.527,2.305,111.718,shale
1019.9,17.14,85.871,4.168,2.439,2.295,113.414,shale
1020,17.428,87.185,3.956,2.329,2.282,116.681,shale
1020.1,17.733,88.297,3.773,2.232,2.271,120.422,shale
1020.2,18.056,89.049,3.647,2.163,2.263,123.076,shale
1020.3,18.399,89.458,3.582,2.128,2.257,123.947,shale
1020.4,18.761,89.666,3.563,2.117,2.252,123.837,shale
1020.5,19.16,89.805,3.566,2.119,2.246,124.031,shale
1020.6,19.616,89.947,3.566,2.117,2.239,124.987,shale
1020.7,20.129,90.027,3.549,2.103,2.234,126.263,shale
1020.8,20.665,89.809,3.513,2.076,2.23,127.258,shale
1020.9,21.165,89.125,3.471,2.043,2.227,127.536,shale
1021,21.56,88.092,3.439,2.014,2.224,126.943,shale
1021.1,21.797,86.983,3.43,1.999,2.221,125.888,shale
1021.2,21.853,86.13,3.449,2.002,2.221,125.085,shale
1021.3,21.742,85.81,3.491,2.022,2.223,124.772,shale
1021.4,21.501,86.048,3.547,2.055,2.228,124.638,shale
1021.5,21.175,86.676,3.606,2.095,2.235,124.302,shale
1021.6,20.805,87.539,3.656,2.134,2.242,123.739,shale
1021.7,20.429,88.508,3.687,2.164,2.247,123.227,shale
1021.8,20.082,89.416,3.696,2.181,2.251,123.044,shale
1021.9,19.787,90.104,3.68,2.183,2.253,123.275,shale
1022,19.548,90.54,3.644,2.171,2.255,123.816,shale
1022.1,19.358,90.703,3.595,2.15,2.255,124.467,shale
1022.2,19.212,90.746,3.546,2.127,2.255,125.021,shale
1022.3,19.116,90.9,3.508,2.107,2.252,125.395,shale
1022.4,19.095,91.23,3.492,2.095,2.249,125.478,shale
1022.5,19.178,91.641,3.5,2.09,2.246,125.205,shale
1022.6,19.385,91.94,3.531,2.093,2.242,124.641,shale
1022.7,19.713,91.783,3.577,2.099,2.239,124.018,shale
1022.8,20.125,91.059,3.625,2.103,2.233,123.658,shale
1022.9,20.57,89.956,3.656,2.096,2.222,123.641,shale
1023,20.996,88.684,3.652,2.072,2.207,123.863,shale
1023.1,21.361,87.377,3.598,2.026,2.191,124.263,shale
1023.2,21.627,86.218,3.495,1.959,2.178,124.947,shale
1023.3,21.747,85.306,3.359,1.882,2.169,125.985,shale
1023.4,21.663,84.636,3.215,1.805,2.165,127.337,shale
1023.5,21.329,84.311,3.084,1.739,2.165,128.849,shale
1023.6,20.739,84.501,2.981,1.691,2.169,130.238,shale
1023.7,19.94,85.289,2.914,1.665,2.176,131.324,shale
1023.8,19.022,86.738,2.881,1.661,2.185,132.192,shale
1023.9,18.089,88.784,2.879,1.678,2.198,133.097,shale
1024,17.225,91.089,2.897,1.711,2.212,134.324,shale
1024.1,16.469,93.407,2.925,1.75,2.223,135.917,shale
1024.2,15.82,95.623,2.951,1.787,2.228,137.6,shale
1024.3,15.253,97.494,2.961,1.809,2.226,139.116,shale
1024.4,14.745,98.835,2.947,1.81,2.218,140.409,shale
1024.5,14.281,99.613,2.9,1.787,2.208,141.64,shale
1024.6,13.858,99.734,2.823,1.744,2.195,142.919,shale
1024.7,13.475,99.052,2.724,1.688,2.183,144.219,shale
1024.8,13.136,97.567,2.619,1.628,2.17,145.533,shale
1024.9,12.842,95.53,2.523,1.573,2.16,146.969,shale
1025,12.592,93.381,2.446,1.528,2.153,148.673,shale
1025.1,12.382,91.653,2.394,1.497,2.149,150.465,shale
1025.2,12.207,90.665,2.361,1.477,2.148,151.985,shale
1025.3,12.065,90.454,2.34,1.466,2.15,153.02,shale
1025.4,11.955,91.053,2.326,1.459,2.152,153.667,shale
1025.5,11.89,92.45,2.314,1.453,2.154,154.166,shale
1025.6,11.9,94.502,2.307,1.45,2.155,154.577,shale
1025.7,12.021,97.042,2.313,1.452,2.155,154.762,shale
1025.8,12.273,99.818,2.34,1.464,2.156,154.735,shale
1025.9,12.653,102.354,2.396,1.489,2.159,154.484,shale
1026,13.126,104.037,2.483,1.528,2.163,153.626,shale
1026.1,13.652,104.302,2.602,1.581,2.17,151.91,shale
1026.2,14.199,103.014,2.745,1.645,2.177,149.671,shale
1026.3,14.757,100.603,2.9,1.712,2.184,147.437,shale
1026.4,15.33,97.699,3.048,1.775,2.191,145.294,shale
1026.5,15.922,94.949,3.173,1.826,2.196,142.881,shale
1026.6,16.508,92.765,3.259,1.857,2.199,139.593,shale
1026.7,17.035,91.187,3.301,1.868,2.202,135.368,shale
1026.8,17.439,90.026,3.308,1.863,2.203,130.693,shale
1026.9,17.67,89,3.294,1.85,2.201,126.248,shale
1027,17.711,87.986,3.275,1.839,2.198,122.894,shale
1027.1,17.574,87.065,3.26,1.834,2.194,121.305,shale
1027.2,17.288,86.472,3.251,1.836,2.19,121.541,shale
1027.3,16.887,86.427,3.242,1.843,2.188,123.091,shale
1027.4,16.404,87.004,3.222,1.848,2.186,125.563,shale
1027.5,15.885,88.15,3.178,1.845,2.186,128.602,shale
1027.6,15.38,89.566,3.111,1.831,2.187,131.857,shale
1027.7,14.936,90.717,3.033,1.808,2.187,134.865,shale
1027.8,14.582,91.28,2.965,1.786,2.187,137.108,shale
1027.9,14.32,91.135,2.924,1.774,2.187,138.311,shale
1028,14.132,90.498,2.924,1.778,2.187,138.453,shale
1028.1,13.997,89.819,2.967,1.802,2.189,137.65,shale
1028.2,13.9,89.522,3.049,1.845,2.193,136.032,shale
1028.3,13.844,89.756,3.154,1.899,2.201,133.892,shale
1028.4,13.836,90.322,3.262,1.954,2.21,131.686,shale
1028.5,13.88,90.884,3.352,1.998,2.218,129.791,shale
1028.6,13.967,91.195,3.412,2.024,2.222,128.27,shale
1028.7,14.081,91.195,3.439,2.03,2.221,127.137,shale
1028.8,14.21,91.032,3.433,2.017,2.217,126.513,shale
1028.9,14.339,90.771,3.401,1.987,2.212,126.263,shale
1029,14.451,90.559,3.348,1.946,2.207,125.933,shale
1029.1,14.528,90.579,3.285,1.902,2.205,125.33,shale
1029.2,14.554,90.871,3.22,1.858,2.204,125.007,shale
1029.3,14.522,91.459,3.16,1.819,2.204,125.87,shale
1029.4,14.437,92.375,3.11,1.789,2.203,128.164,shale
1029.5,14.308,93.575,3.07,1.765,2.203,131.387,shale
1029.6,14.149,94.849,3.033,1.746,2.202,135.174,shale
1029.7,13.971,95.95,2.99,1.727,2.201,139.503,shale
1029.8,13.785,96.759,2.932,1.703,2.198,144.055,shale
1029.9,13.605,97.258,2.859,1.673,2.194,147.967,shale
1030,13.441,97.456,2.779,1.639,2.19,150.53,shale
1030.1,13.297,97.147,2.702,1.604,2.185,151.781,shale
1030.2,13.164,96.156,2.636,1.572,2.182,152.243,shale
1030.3,13.029,94.632,2.586,1.547,2.18,152.336,shale
1030.4,12.888,92.853,2.552,1.528,2.18,152.221,shale
1030.5,12.752,91.219,2.529,1.515,2.18,152.065,shale
1030.6,12.642,90.148,2.514,1.505,2.18,151.931,shale
1030.7,12.575,89.856,2.506,1.499,2.178,151.822,shale
1030.8,12.556,90.167,2.509,1.496,2.175,151.861,shale
1030.9,12.58,90.573,2.528,1.502,2.171,151.949,shale
1031,12.634,90.521,2.568,1.517,2.17,151.732,shale
1031.1,12.712,89.754,2.631,1.544,2.173,150.777,shale
1031.2,12.805,88.371,2.715,1.583,2.182,149.037,shale
1031.3,12.902,86.668,2.816,1.629,2.196,147.046,shale
1031.4,12.985,85.016,2.921,1.678,2.212,145.404,shale
1031.5,13.043,83.878,3.018,1.723,2.227,144.307,shale
1031.6,13.071,83.477,3.096,1.758,2.237,143.638,shale
1031.7,13.078,83.76,3.152,1.781,2.241,143.442,shale
1031.8,13.082,84.427,3.185,1.794,2.239,143.733,shale
1031.9,13.094,85.131,3.2,1.798,2.233,144.24,shale
1032,13.12,85.635,3.202,1.795,2.226,144.582,shale
1032.1,13.156,85.821,3.19,1.786,2.218,144.506,shale
1032.2,13.207,85.738,3.164,1.772,2.209,143.868,shale
1032.3,13.283,85.652,3.125,1.753,2.198,142.755,shale
1032.4,13.403,85.834,3.077,1.731,2.186,141.52,shale
1032.5,13.578,86.351,3.029,1.709,2.177,140.524,shale
1032.6,13.807,87.074,2.99,1.691,2.173,140.099,shale
1032.7,14.072,87.841,2.967,1.682,2.173,140.493,shale
1032.8,14.353,88.495,2.967,1.683,2.173,141.787,shale
1032.9,14.634,88.866,2.994,1.697,2.169,143.689,shale
1033,14.906,88.792,3.051,1.724,2.162,145.629,shale
1033.1,15.166,88.12,3.135,1.763,2.154,147.009,shale
1033.2,15.416,86.985,3.237,1.81,2.149,147.35,shale
1033.3,15.668,85.712,3.344,1.859,2.151,146.305,shale
1033.4,15.928,84.511,3.433,1.898,2.16,143.535,shale
1033.5,16.193,83.526,3.483,1.92,2.174,139.037,shale
1033.6,16.437,82.818,3.485,1.918,2.191,133.434,shale
1033.7,16.623,82.368,3.443,1.896,2.206,127.611,shale
1033.8,16.71,82.034,3.376,1.862,2.218,122.419,shale
1033.9,16.677,81.756,3.304,1.826,2.225,118.781,shale
1034,16.525,81.69,3.24,1.795,2.226,117.625,shale
1034.1,16.279,82.029,3.189,1.774,2.222,119.268,shale
1034.2,15.979,82.879,3.151,1.763,2.214,122.968,shale
1034.3,15.668,84.247,3.122,1.761,2.206,127.609,shale
1034.4,15.376,85.983,3.101,1.765,2.198,132.436,shale
1034.5,15.132,87.852,3.087,1.773,2.192,136.989,shale
1034.6,14.96,89.487,3.08,1.783,2.191,140.621,shale
1034.7,14.869,90.477,3.078,1.792,2.192,142.533,shale
1034.8,14.846,90.576,3.075,1.796,2.194,142.31,shale
1034.9,14.853,89.885,3.066,1.792,2.196,140.098,shale
1035,14.846,88.826,3.044,1.78,2.196,136.573,shale
1035.1,14.796,87.933,3.01,1.759,2.196,132.689,shale
1035.2,14.695,87.754,2.969,1.734,2.197,129.427,shale
1035.3,14.552,88.564,2.928,1.708,2.199,127.428,shale
1035.4,14.377,90.306,2.894,1.686,2.201,126.869,shale
1035.5,14.18,92.76,2.866,1.67,2.202,127.753,shale
1035.6,13.968,95.606,2.842,1.658,2.202,129.962,shale
1035.7,13.761,98.323,2.816,1.649,2.2,132.984,shale
1035.8,13.587,100.197,2.786,1.64,2.197,135.85,shale
1035.9,13.485,100.633,2.756,1.633,2.194,137.868,shale
1036,13.488,99.471,2.736,1.629,2.192,139.077,shale
1036.1,13.607,97.022,2.735,1.632,2.19,139.983,shale
1036.2,13.834,94.022,2.762,1.646,2.188,140.965,shale
1036.3,14.149,91.28,2.82,1.671,2.185,141.965,shale
1036.4,14.537,89.302,2.904,1.704,2.183,142.725,shale
1036.5,14.978,88.077,3,1.739,2.18,142.819,shale
1036.6,15.449,87.207,3.091,1.77,2.18,141.794,shale
1036.7,15.919,86.343,3.164,1.793,2.183,139.52,shale
1036.8,16.356,85.421,3.217,1.807,2.187,136.586,shale
1036.9,16.743,84.653,3.257,1.818,2.194,133.713,shale
1037,17.096,84.343,3.297,1.829,2.2,131.067,shale
1037.1,17.443,84.679,3.345,1.846,2.206,128.668,shale
1037.2,17.814,85.656,3.402,1.868,2.211,126.666,shale
1037.3,18.219,87.008,3.457,1.89,2.217,125.351,shale
1037.4,18.649,88.292,3.493,1.904,2.223,124.611,shale
1037.5,19.081,89.085,3.496,1.902,2.229,123.877,shale
1037.6,19.478,89.161,3.463,1.883,2.236,122.889,shale
1037.7,19.79,88.638,3.404,1.85,2.241,122.096,shale
1037.8,19.968,87.996,3.33,1.811,2.244,122.145,shale
1037.9,19.973,87.801,3.252,1.773,2.245,123.197,shale
1038,19.799,88.473,3.171,1.736,2.243,125.366,shale
1038.1,19.475,89.937,3.08,1.7,2.24,128.85,shale
1038.2,19.067,91.706,2.973,1.661,2.233,133.721,shale
1038.3,18.651,93.247,2.852,1.618,2.223,139.662,shale
1038.4,18.278,94.358,2.728,1.574,2.209,145.797,shale
1038.5,17.957,95.157,2.619,1.534,2.193,150.988,shale
1038.6,17.672,95.804,2.539,1.504,2.177,154.213,shale
1038.7,17.404,96.233,2.498,1.488,2.165,155.112,shale
1038.8,17.147,96.183,2.498,1.49,2.16,154.155,shale
