depth(m),SP,GR,LLD,LLS,DEN,AC,lithology
1433.1,13.796,114.071,1.599,1.319,2.116,113.342,shale
1433.2,13.738,114.241,1.645,1.353,2.148,111.568,shale
1433.3,13.715,114.302,1.699,1.394,2.172,111.481,shale
1433.4,13.767,114.353,1.759,1.44,2.19,111.193,shale
1433.5,13.924,114.394,1.828,1.491,2.204,110.581,shale
1433.6,14.198,114.358,1.903,1.546,2.217,110.563,shale
1433.7,14.578,114.249,1.982,1.604,2.231,111.024,shale
1433.8,15.031,114.187,2.057,1.658,2.244,110.963,shale
1433.9,15.526,114.306,2.117,1.7,2.253,110.029,shale
1434,16.034,114.582,2.156,1.728,2.257,109.02,shale
1434.1,16.545,114.777,2.18,1.745,2.258,108.787,shale
1434.2,17.074,114.652,2.203,1.761,2.26,109.104,shale
1434.3,17.656,114.071,2.242,1.789,2.265,109.053,shale
1434.4,18.332,113.114,2.305,1.835,2.276,108.185,shale
1434.5,19.138,111.952,2.397,1.902,2.29,106.76,shale
1434.6,20.091,110.778,2.515,1.99,2.307,105.228,shale
1434.7,21.176,109.722,2.649,2.093,2.326,103.764,shale
1434.8,22.352,108.777,2.784,2.198,2.342,102.378,shale
1434.9,23.572,107.833,2.902,2.292,2.353,101.225,shale
1435,24.792,106.861,2.989,2.363,2.358,100.617,shale
1435.1,25.992,105.873,3.037,2.404,2.355,100.758,shale
1435.2,27.172,104.934,3.052,2.42,2.345,101.65,shale
1435.3,28.326,104.091,3.043,2.419,2.331,103.044,shale
1435.4,29.427,103.401,3.028,2.411,2.316,104.585,shale
1435.5,30.44,102.968,3.018,2.407,2.303,106.004,shale
1435.6,31.333,102.895,3.018,2.409,2.292,107.037,shale
1435.7,32.099,103.161,3.024,2.414,2.283,107.486,shale
1435.8,32.769,103.622,3.022,2.413,2.275,107.489,shale
1435.9,33.388,104.027,3,2.397,2.267,107.342,shale
1436,33.988,104.204,2.954,2.367,2.26,107.267,shale
1436.1,34.564,104.177,2.898,2.33,2.255,107.205,shale
1436.2,35.073,104.229,2.853,2.302,2.255,106.81,shale
1436.3,35.444,104.723,2.842,2.299,2.26,106.079,shale
1436.4,35.619,105.776,2.878,2.331,2.271,105.415,shale
1436.5,35.569,107.162,2.963,2.396,2.286,105.016,shale
1436.6,35.305,108.464,3.078,2.481,2.303,104.772,shale
1436.7,34.871,109.366,3.188,2.56,2.317,104.631,shale
1436.8,34.348,109.921,3.248,2.602,2.326,104.742,shale
1436.9,33.84,110.315,3.234,2.59,2.326,105.26,shale
1437,33.448,110.707,3.154,2.53,2.32,105.97,shale
1437.1,33.222,111.125,3.038,2.443,2.308,106.65,shale
1437.2,33.158,111.506,2.921,2.356,2.294,107.384,shale
1437.3,33.196,111.92,2.829,2.287,2.281,108.256,shale
1437.4,33.253,112.537,2.771,2.246,2.268,109.136,shale
1437.5,33.254,113.481,2.745,2.229,2.258,109.704,shale
1437.6,33.163,114.912,2.739,2.23,2.249,109.851,shale
1437.7,32.986,116.91,2.744,2.239,2.244,109.684,shale
1437.8,32.763,119.342,2.754,2.252,2.244,109.289,shale
1437.9,32.537,121.772,2.77,2.266,2.252,108.532,shale
1438,32.342,123.691,2.793,2.283,2.266,107.498,shale
1438.1,32.198,124.666,2.828,2.305,2.284,106.894,shale
1438.2,32.123,124.406,2.878,2.337,2.303,107.32,shale
1438.3,32.134,122.826,2.941,2.379,2.316,108.633,shale
1438.4,32.251,120.208,3.012,2.425,2.321,110.049,shale
1438.5,32.492,117.213,3.081,2.468,2.317,111.067,shale
1438.6,32.865,114.678,3.138,2.5,2.305,111.936,shale
1438.7,33.359,113.08,3.173,2.516,2.287,112.984,shale
1438.8,33.938,112.509,3.182,2.515,2.268,114.202,shale
1438.9,34.553,112.9,3.171,2.502,2.25,115.417,shale
1439,35.148,114.034,3.149,2.485,2.238,116.54,shale
1439.1,35.686,115.547,3.124,2.468,2.232,117.317,shale
1439.2,36.15,116.913,3.1,2.453,2.233,117.226,shale
1439.3,36.556,117.569,3.075,2.436,2.24,116.131,shale
1439.4,36.942,117.251,3.044,2.413,2.248,114.748,shale
1439.5,37.351,115.991,3.007,2.386,2.257,113.924,shale
1439.6,37.814,114.004,2.97,2.357,2.264,113.612,shale
1439.7,38.345,111.688,2.942,2.333,2.27,113.16,shale
1439.8,38.934,109.46,2.93,2.319,2.275,112.282,shale
1439.9,39.563,107.45,2.935,2.316,2.277,111.413,shale
1440,40.216,105.409,2.949,2.321,2.274,111.116,shale
1440.1,40.894,103.017,2.959,2.326,2.262,111.464,shale
1440.2,41.606,100.073,2.956,2.328,2.242,112.189,shale
1440.3,42.36,96.697,2.943,2.326,2.218,112.962,shale
1440.4,43.144,93.419,2.93,2.326,2.195,113.556,shale
1440.5,43.943,90.813,2.931,2.334,2.177,113.881,shale
1440.6,44.743,89.214,2.955,2.355,2.168,114.021,sand
1440.7,45.53,88.55,3.003,2.39,2.164,114.148,sand
1440.8,46.285,88.334,3.065,2.431,2.162,114.404,sand
1440.9,46.984,87.985,3.12,2.467,2.16,114.812,sand
1441,47.599,87.172,3.148,2.484,2.155,115.32,sand
1441.1,48.11,85.897,3.136,2.475,2.148,115.817,sand
1441.2,48.51,84.445,3.084,2.439,2.142,116.138,sand
1441.3,48.815,83.254,3.004,2.383,2.141,116.127,sand
1441.4,49.045,82.605,2.912,2.319,2.146,115.399,sand
1441.5,49.21,82.536,2.826,2.258,2.159,113.531,sand
1441.6,49.277,83.093,2.763,2.213,2.176,110.242,sand
1441.7,49.171,84.369,2.734,2.193,2.192,105.902,sand
1441.8,48.799,86.498,2.743,2.199,2.2,102.057,sand
1441.9,48.074,89.505,2.788,2.228,2.191,100.402,sand
1442,46.954,93.105,2.855,2.272,2.165,101.597,sand
1442.1,45.455,96.754,2.923,2.312,2.131,104.58,sand
1442.2,43.64,99.853,2.96,2.327,2.103,107.76,sand
1442.3,41.604,102.02,2.935,2.295,2.086,110.271,shale
1442.4,39.455,103.244,2.833,2.206,2.082,111.957,shale
1442.5,37.285,103.919,2.665,2.069,2.081,112.89,shale
1442.6,35.158,104.636,2.46,1.909,2.084,113.161,shale
1442.7,33.106,105.688,2.253,1.75,2.091,113.644,shale
1442.8,31.149,107.135,2.074,1.613,2.106,115.062,shale
1442.9,29.316,108.901,1.939,1.511,2.128,116.862,shale
1443,27.651,110.942,1.858,1.448,2.157,117.544,shale
1443.1,26.192,113.156,1.831,1.425,2.193,115.602,shale
1443.2,24.954,115.306,1.856,1.44,2.23,110.998,shale
1443.3,23.926,117.041,1.923,1.486,2.26,105.361,shale
1443.4,23.067,118.045,2.013,1.551,2.272,100.844,shale
1443.5,22.326,118.105,2.093,1.611,2.261,98.908,shale
1443.6,21.66,117.336,2.124,1.638,2.228,100.685,shale
1443.7,21.043,116.052,2.082,1.614,2.183,106.392,shale
1443.8,20.463,114.577,1.98,1.544,2.135,114.383,shale
1443.9,19.924,113.013,1.851,1.451,2.093,122.38,shale
1444,19.435,111.382,1.728,1.361,2.064,128.131,shale
1444.1,19.019,109.74,1.633,1.289,2.046,130.334,shale
1444.2,18.704,108.311,1.573,1.243,2.04,129.544,shale
1444.3,18.505,107.436,1.549,1.221,2.04,127.403,shale
1444.4,18.404,107.248,1.555,1.224,2.044,124.911,shale
1444.5,18.368,107.579,1.588,1.246,2.05,122.256,shale
1444.6,18.36,108.199,1.641,1.284,2.06,119.511,shale
1444.7,18.361,108.872,1.709,1.334,2.075,116.905,shale
1444.8,18.374,109.437,1.788,1.393,2.098,114.767,shale
1444.9,18.417,109.839,1.875,1.457,2.13,112.652,shale
1445,18.508,110.046,1.969,1.526,2.169,110.086,shale
1445.1,18.662,109.89,2.07,1.599,2.208,107.793,shale
1445.2,18.903,109.172,2.175,1.675,2.237,106.915,shale
1445.3,19.259,107.898,2.284,1.753,2.251,107.236,shale
1445.4,19.761,106.322,2.39,1.828,2.251,107.624,shale
1445.5,20.419,104.769,2.489,1.895,2.246,107.595,shale
1445.6,21.212,103.577,2.574,1.95,2.244,107.672,shale
1445.7,22.095,102.902,2.643,1.994,2.25,108.076,shale
1445.8,23.018,102.778,2.696,2.028,2.263,107.981,shale
1445.9,23.94,103.092,2.737,2.056,2.279,106.989,shale
1446,24.845,103.717,2.77,2.081,2.292,105.902,shale
1446.1,25.739,104.538,2.801,2.107,2.301,105.637,shale
1446.2,26.639,105.42,2.836,2.136,2.307,105.947,shale
1446.3,27.546,106.153,2.878,2.171,2.308,106.125,shale
1446.4,28.448,106.466,2.934,2.214,2.306,106.059,shale
1446.5,29.325,106.077,3.006,2.267,2.301,106.046,shale
1446.6,30.18,105.051,3.097,2.334,2.294,106.377,shale
1446.7,31.03,103.66,3.204,2.411,2.285,107.077,shale
1446.8,31.899,102.254,3.317,2.494,2.273,107.981,shale
1446.9,32.805,101.089,3.419,2.571,2.259,109.035,shale
1447,33.743,100.248,3.492,2.632,2.243,110.171,shale
1447.1,34.668,99.719,3.522,2.664,2.228,111.04,shale
1447.2,35.498,99.457,3.506,2.664,2.22,111.201,shale
1447.3,36.147,99.497,3.452,2.637,2.219,110.603,shale
1447.4,36.558,99.958,3.379,2.594,2.23,109.549,shale
1447.5,36.728,100.993,3.307,2.546,2.249,108.393,shale
1447.6,36.706,102.571,3.246,2.503,2.273,107.361,shale
1447.7,36.584,104.362,3.203,2.471,2.299,106.548,shale
1447.8,36.482,105.949,3.179,2.449,2.319,106.057,shale
1447.9,36.511,106.99,3.173,2.44,2.332,106.013,shale
1448,36.744,107.242,3.183,2.44,2.334,106.512,shale
1448.1,37.203,106.647,3.205,2.449,2.327,107.546,shale
1448.2,37.872,105.163,3.235,2.466,2.311,108.942,shale
1448.3,38.703,102.967,3.274,2.489,2.289,110.323,shale
1448.4,39.636,100.43,3.32,2.52,2.266,111.317,shale
1448.5,40.607,98.042,3.374,2.556,2.245,111.666,shale
1448.6,41.558,96.18,3.435,2.598,2.23,111.404,shale
1448.7,42.445,95.043,3.499,2.641,2.223,110.672,shale
1448.8,43.247,94.688,3.559,2.683,2.224,109.711,shale
1448.9,43.973,95.041,3.608,2.718,2.228,108.999,shale
1449,44.665,96.007,3.637,2.74,2.233,108.865,shale
1449.1,45.378,97.445,3.644,2.75,2.233,109.444,shale
1449.2,46.142,99.208,3.635,2.751,2.228,110.51,shale
1449.3,46.956,101.186,3.62,2.749,2.218,111.644,shale
1449.4,47.789,103.251,3.614,2.754,2.205,112.447,shale
1449.5,48.605,105.13,3.625,2.769,2.193,112.718,shale
1449.6,49.37,106.425,3.659,2.8,2.183,112.659,shale
1449.7,50.069,106.72,3.715,2.844,2.176,112.585,shale
1449.8,50.692,105.873,3.784,2.896,2.172,112.717,shale
1449.9,51.233,104.002,3.853,2.946,2.171,113.011,shale
1450,51.678,101.47,3.913,2.989,2.172,113.239,shale
1450.1,52.021,98.823,3.96,3.018,2.174,113.328,shale
1450.2,52.269,96.607,3.988,3.031,2.178,113.277,shale
1450.3,52.441,95.023,3.995,3.029,2.183,113.124,shale
1450.4,52.547,94.006,3.982,3.015,2.188,112.887,shale
1450.5,52.578,93.258,3.945,2.991,2.192,112.66,shale
1450.6,52.51,92.463,3.881,2.956,2.194,112.718,shale
1450.7,52.326,91.546,3.788,2.908,2.194,113.126,shale
1450.8,52.017,90.645,3.67,2.848,2.191,113.407,shale
1450.9,51.577,90.024,3.541,2.778,2.19,112.858,shale
1451,50.991,89.968,3.414,2.706,2.192,111.515,shale
1451.1,50.232,90.701,3.299,2.636,2.201,110.104,shale
1451.2,49.277,92.27,3.207,2.575,2.216,109.409,shale
1451.3,48.141,94.496,3.138,2.524,2.234,109.747,shale
1451.4,46.901,97.056,3.085,2.481,2.251,110.573,shale
1451.5,45.684,99.448,3.036,2.437,2.261,111.295,shale
1451.6,44.627,101.261,2.978,2.386,2.263,111.916,shale
1451.7,43.825,102.412,2.908,2.329,2.259,112.607,shale
1451.8,43.3,102.884,2.836,2.275,2.253,113.092,shale
1451.9,42.994,102.763,2.777,2.233,2.249,113.104,shale
1452,42.814,102.319,2.748,2.216,2.252,112.623,shale
1452.1,42.666,101.953,2.759,2.228,2.261,111.823,shale
1452.2,42.501,102.049,2.81,2.266,2.275,111.097,shale
1452.3,42.316,102.749,2.888,2.32,2.289,110.45,shale
1452.4,42.148,103.768,2.975,2.377,2.3,109.683,shale
1452.5,42.053,104.64,3.05,2.423,2.305,108.874,shale
1452.6,42.091,105.048,3.105,2.455,2.304,108.231,shale
1452.7,42.309,104.942,3.146,2.476,2.299,107.836,shale
1452.8,42.735,104.443,3.189,2.498,2.292,107.68,shale
1452.9,43.369,103.813,3.25,2.534,2.284,107.875,shale
1453,44.188,103.195,3.337,2.59,2.272,108.503,shale
1453.1,45.143,102.416,3.449,2.664,2.255,109.57,shale
1453.2,46.162,101.268,3.57,2.748,2.235,110.981,shale
1453.3,47.163,99.726,3.682,2.826,2.213,112.245,shale
1453.4,48.076,98.011,3.765,2.884,2.195,112.905,shale
1453.5,48.847,96.464,3.811,2.914,2.185,112.632,shale
1453.6,49.448,95.432,3.822,2.919,2.185,111.433,shale
1453.7,49.878,95.115,3.813,2.907,2.197,109.718,shale
1453.8,50.167,95.647,3.797,2.889,2.219,107.939,shale
1453.9,50.363,97.125,3.785,2.872,2.246,106.432,shale
1454,50.517,99.419,3.785,2.859,2.274,105.156,shale
1454.1,50.677,102.147,3.798,2.854,2.299,104.1,shale
1454.2,50.892,104.789,3.825,2.857,2.316,103.41,shale
1454.3,51.212,106.752,3.865,2.869,2.323,103.286,shale
1454.4,51.678,107.617,3.915,2.888,2.319,103.836,shale
1454.5,52.311,107.274,3.972,2.913,2.304,104.85,shale
1454.6,53.108,105.884,4.034,2.945,2.283,106.012,shale
1454.7,54.053,103.785,4.102,2.982,2.257,107.115,shale
1454.8,55.108,101.323,4.175,3.025,2.231,108.085,shale
1454.9,56.23,98.789,4.254,3.074,2.209,108.887,shale
1455,57.384,96.408,4.34,3.127,2.194,109.369,shale
1455.1,58.552,94.349,4.429,3.18,2.183,109.452,shale
1455.2,59.716,92.64,4.515,3.23,2.178,109.262,shale
1455.3,60.851,91.226,4.593,3.272,2.174,109.017,sand
1455.4,61.922,90.117,4.657,3.305,2.171,108.987,sand
1455.5,62.901,89.374,4.71,3.331,2.167,109.248,sand
1455.6,63.779,89.018,4.754,3.352,2.161,109.699,sand
1455.7,64.561,88.897,4.792,3.371,2.155,110.216,sand
1455.8,65.271,88.82,4.827,3.387,2.149,110.659,sand
1455.9,65.94,88.691,4.851,3.398,2.144,110.938,sand
1456,66.594,88.6,4.852,3.395,2.14,111.04,sand
1456.1,67.241,88.724,4.815,3.371,2.137,111.062,sand
1456.2,67.874,89.141,4.735,3.322,2.134,111.136,sand
1456.3,68.477,89.759,4.62,3.253,2.131,111.312,sand
1456.4,69.042,90.315,4.487,3.171,2.129,111.543,sand
1456.5,69.569,90.443,4.356,3.088,2.127,111.726,sand
1456.6,70.064,89.908,4.243,3.013,2.124,111.863,sand
1456.7,70.532,88.674,4.15,2.949,2.122,112.042,sand
1456.8,70.98,87.004,4.07,2.892,2.119,112.317,sand
1456.9,71.402,85.298,3.995,2.838,2.116,112.615,sand
1457,71.797,83.895,3.916,2.784,2.113,112.857,sand
1457.1,72.165,83.045,3.836,2.732,2.109,113.039,sand
1457.2,72.509,82.795,3.766,2.686,2.106,113.17,sand
1457.3,72.835,82.95,3.72,2.657,2.105,113.196,sand
1457.4,73.153,83.243,3.712,2.651,2.106,113.07,sand
1457.5,73.468,83.493,3.745,2.67,2.108,112.835,sand
1457.6,73.78,83.625,3.812,2.71,2.112,112.598,sand
1457.7,74.081,83.63,3.898,2.76,2.115,112.492,sand
1457.8,74.364,83.515,3.982,2.808,2.116,112.579,sand
1457.9,74.614,83.305,4.046,2.843,2.115,112.814,sand
1458,74.813,82.944,4.079,2.859,2.112,113.072,sand
1458.1,74.95,82.366,4.082,2.857,2.109,113.271,sand
1458.2,75.016,81.665,4.064,2.843,2.106,113.417,sand
1458.3,75.014,81.03,4.032,2.82,2.104,113.526,sand
1458.4,74.965,80.716,3.988,2.789,2.103,113.609,sand
1458.5,74.909,80.828,3.931,2.75,2.103,113.674,sand
1458.6,74.892,81.145,3.859,2.703,2.103,113.724,sand
1458.7,74.953,81.315,3.775,2.649,2.104,113.758,sand
1458.8,75.1,81.085,3.689,2.595,2.105,113.766,sand
1458.9,75.317,80.348,3.611,2.547,2.106,113.777,sand
1459,75.572,79.196,3.552,2.511,2.108,113.845,sand
1459.1,75.84,77.94,3.52,2.49,2.108,113.963,sand
1459.2,76.101,76.999,3.516,2.486,2.108,114.01,sand
1459.3,76.34,76.572,3.54,2.499,2.107,113.887,sand
1459.4,76.549,76.544,3.59,2.527,2.105,113.643,sand
1459.5,76.719,76.592,3.66,2.569,2.104,113.374,sand
1459.6,76.845,76.391,3.744,2.62,2.102,113.161,sand
1459.7,76.938,76.004,3.828,2.672,2.101,113.045,sand
1459.8,77.01,75.791,3.894,2.713,2.101,112.999,sand
1459.9,77.077,76.122,3.927,2.735,2.102,113.023,sand
1460,77.143,77.19,3.923,2.734,2.104,113.146,sand
1460.1,77.19,78.827,3.895,2.716,2.107,113.359,sand
1460.2,77.187,80.532,3.863,2.691,2.11,113.631,sand
1460.3,77.112,81.739,3.845,2.673,2.112,113.909,sand
1460.4,76.968,82.167,3.85,2.664,2.114,114.153,sand
1460.5,76.781,81.982,3.873,2.664,2.115,114.39,sand
1460.6,76.578,81.557,3.896,2.662,2.115,114.629,sand
1460.7,76.369,81.296,3.895,2.647,2.113,114.767,sand
1460.8,76.14,81.379,3.856,2.612,2.111,114.722,sand
1460.9,75.871,81.643,3.778,2.556,2.109,114.549,sand
1461,75.554,81.902,3.678,2.488,2.107,114.331,sand
1461.1,75.195,81.995,3.58,2.422,2.106,114.104,sand
1461.2,74.818,81.865,3.498,2.367,2.107,113.964,sand
1461.3,74.443,81.512,3.438,2.326,2.109,113.786,sand
1461.4,74.073,80.915,3.398,2.299,2.111,113.25,sand
1461.5,73.685,80.068,3.371,2.283,2.113,112.209,sand
1461.6,73.241,79.068,3.35,2.272,2.111,110.827,sand
1461.7,72.722,78.037,3.323,2.26,2.104,109.623,sand
1461.8,72.141,76.958,3.274,2.238,2.091,108.959,sand
1461.9,71.54,75.648,3.193,2.197,2.073,108.908,sand
1462,70.971,74.048,3.072,2.133,2.053,109.445,sand
1462.1,70.473,72.245,2.915,2.048,2.037,110.79,sand
1462.2,70.055,70.65,2.741,1.949,2.022,113.008,sand
1462.3,69.692,69.838,2.577,1.852,2.012,115.507,sand
1462.4,69.324,70.211,2.447,1.772,2.011,117.479,sand
1462.5,68.869,71.772,2.368,1.722,2.025,118.204,sand
1462.6,68.257,74.216,2.351,1.709,2.055,117.402,sand
1462.7,67.437,77.156,2.403,1.741,2.098,115.124,sand
1462.8,66.384,80.449,2.525,1.818,2.149,111.644,shale
1462.9,65.099,84.232,2.71,1.939,2.199,107.604,shale
1463,63.606,88.549,2.936,2.09,2.245,103.877,shale
1463.1,61.947,93.134,3.157,2.241,2.281,101.343,shale
1463.2,60.174,97.475,3.318,2.356,2.306,100.359,shale
1463.3,58.349,101.038,3.388,2.413,2.32,100.616,shale
1463.4,56.531,103.497,3.379,2.416,2.327,101.42,shale
1463.5,54.768,104.936,3.336,2.393,2.332,102.178,shale
1463.6,53.082,105.714,3.306,2.373,2.338,102.707,shale
1463.7,51.471,106.09,3.312,2.374,2.346,103.097,shale
1463.8,49.921,106.084,3.354,2.398,2.355,103.499,shale
1463.9,48.421,105.672,3.418,2.437,2.362,103.952,shale
1464,46.976,104.991,3.479,2.477,2.365,104.437,shale
1464.1,45.61,104.409,3.514,2.505,2.362,104.946,shale
1464.2,44.342,104.264,3.514,2.512,2.356,105.429,shale
1464.3,43.172,104.694,3.479,2.496,2.348,105.806,shale
1464.4,42.082,105.532,3.417,2.461,2.339,106.069,shale
1464.5,41.062,106.47,3.339,2.414,2.33,106.272,shale
1464.6,40.127,107.188,3.257,2.364,2.323,106.432,shale
1464.7,39.3,107.392,3.181,2.319,2.317,106.549,shale
1464.8,38.593,107.062,3.127,2.289,2.314,106.641,shale
1464.9,37.987,106.401,3.106,2.28,2.314,106.775,shale
1465,37.438,105.701,3.127,2.3,2.318,106.986,shale
1465.1,36.884,105.139,3.19,2.347,2.325,107.148,shale
1465.2,36.286,104.764,3.287,2.418,2.331,107.069,shale
1465.3,35.64,104.573,3.403,2.503,2.337,106.721,shale
1465.4,34.983,104.479,3.516,2.59,2.342,106.23,shale
1465.5,34.36,104.386,3.614,2.667,2.346,105.702,shale
1465.6,33.809,104.255,3.69,2.731,2.351,105.131,shale
1465.7,33.355,104.175,3.75,2.783,2.355,104.527,shale
1465.8,33.022,104.357,3.802,2.828,2.358,103.966,shale
1465.9,32.826,104.928,3.854,2.872,2.358,103.534,shale
1466,32.772,105.815,3.899,2.91,2.357,103.221,shale
1466.1,32.845,106.652,3.917,2.93,2.353,102.966,shale
1466.2,33.016,106.939,3.878,2.91,2.349,102.889,shale
1466.3,33.246,106.378,3.761,2.836,2.343,103.311,shale
1466.4,33.497,104.972,3.574,2.713,2.335,104.358,shale
1466.5,33.742,102.999,3.356,2.566,2.325,105.605,shale
1466.6,33.958,100.957,3.152,2.429,2.315,106.371,shale
1466.7,34.117,99.512,3,2.327,2.309,106.328,shale
1466.8,34.172,99.202,2.917,2.273,2.31,105.438,shale
1466.9,34.07,100.097,2.9,2.264,2.319,103.973,shale
1467,33.769,102.006,2.923,2.285,2.335,102.758,shale
1467.1,33.258,104.612,2.949,2.308,2.348,102.793,shale
1467.2,32.576,107.486,2.937,2.306,2.354,104.269,shale
1467.3,31.802,110.138,2.87,2.267,2.34,106.41,shale
1467.4,31.037,112.151,2.763,2.196,2.319,108.197,shale
1467.5,30.376,113.23,2.649,2.119,2.3,109.007,shale
1467.6,29.882,113.415,2.564,2.058,2.293,108.683,shale
1467.7,29.589,112.889,2.529,2.031,2.297,107.307,shale
1467.8,29.498,111.823,2.551,2.042,2.306,105.399,shale
1467.9,29.588,110.332,2.627,2.092,2.315,103.714,shale
1468,29.841,108.676,2.746,2.173,2.319,102.927,shale
1468.1,30.262,106.964,2.892,2.274,2.318,102.998,shale
1468.2,30.889,105.177,3.047,2.381,2.314,103.553,shale
1468.3,31.773,103.532,3.194,2.48,2.309,104.247,shale
1468.4,32.948,102.292,3.325,2.562,2.302,104.678,shale
1468.5,34.407,101.505,3.437,2.629,2.292,104.824,shale
1468.6,36.093,101.159,3.539,2.684,2.278,105.201,shale
1468.7,37.912,101.048,3.637,2.736,2.262,106.577,shale
1468.8,39.764,100.936,3.74,2.791,2.246,108.632,shale
1468.9,41.56,100.619,3.859,2.858,2.236,110.094,shale
1469,43.233,100.016,4.003,2.946,2.233,110.023,shale
1469.1,44.729,99.329,4.178,3.059,2.239,108.419,shale
1469.2,46.014,98.993,4.383,3.198,2.255,105.959,shale
1469.3,47.079,99.312,4.608,3.354,2.276,103.247,shale
1469.4,47.966,100.17,4.836,3.513,2.299,100.866,shale
1469.5,48.761,101.185,5.044,3.657,2.313,99.271,shale
1469.6,49.571,101.823,5.213,3.769,2.309,98.608,shale
1469.7,50.502,101.487,5.341,3.842,2.283,99.061,shale
1469.8,51.629,99.777,5.436,3.883,2.237,101.219,shale
1469.9,52.969,96.648,5.519,3.907,2.182,105.829,shale
1470,54.491,92.485,5.617,3.936,2.13,112.273,sand
1470.1,56.119,88.052,5.761,3.994,2.091,118.342,sand
1470.2,57.758,84.042,5.987,4.105,2.065,121.953,sand
1470.3,59.309,80.887,6.323,4.283,2.046,122.701,sand
1470.4,60.713,78.759,6.776,4.526,2.035,121.761,sand
1470.5,61.953,77.534,7.32,4.815,2.029,119.755,sand
1470.6,63.053,76.787,7.877,5.104,2.03,116.516,sand
1470.7,64.046,76.148,8.338,5.342,2.037,112.849,sand
1470.8,64.953,75.436,8.612,5.49,2.047,110.713,sand
1470.9,65.774,74.674,8.7,5.552,2.058,110.972,sand
1471,66.504,74.03,8.691,5.568,2.07,112.181,sand
1471.1,67.14,73.591,8.697,5.587,2.082,112.357,sand
1471.2,67.694,73.347,8.783,5.64,2.095,111.236,sand
1471.3,68.191,73.237,8.947,5.729,2.108,110.237,sand
1471.4,68.658,73.197,9.116,5.823,2.12,110.185,sand
1471.5,69.11,73.164,9.167,5.866,2.13,110.458,sand
1471.6,69.55,73.096,8.971,5.787,2.137,110.303,sand
1471.7,69.983,72.97,8.484,5.552,2.144,109.807,sand
1471.8,70.428,72.793,7.79,5.186,2.15,109.177,sand
1471.9,70.903,72.592,7.04,4.762,2.157,108.199,sand
1472,71.424,72.414,6.358,4.355,2.166,106.719,sand
1472.1,72.006,72.287,5.807,4.012,2.175,105.156,sand
1472.2,72.662,72.209,5.406,3.751,2.185,104.187,sand
1472.3,73.397,72.177,5.151,3.578,2.194,104.023,sand
1472.4,74.192,72.257,5.032,3.489,2.204,104.354,sand
1472.5,74.997,72.599,5.035,3.477,2.212,104.54,sand
1472.6,75.738,73.411,5.143,3.529,2.218,104.2,sand
1472.7,76.344,74.756,5.332,3.629,2.22,103.494,sand
1472.8,76.774,76.456,5.565,3.75,2.218,102.895,sand
1472.9,77.043,78.055,5.791,3.861,2.21,102.777,sand
1473,77.225,78.917,5.952,3.932,2.197,103.225,sand
1473.1,77.415,78.538,6.011,3.944,2.18,104.159,sand
1473.2,77.677,76.919,5.964,3.9,2.162,105.508,sand
1473.3,78.009,74.578,5.842,3.817,2.146,107.076,sand
1473.4,78.35,72.339,5.692,3.722,2.135,108.379,sand
1473.5,78.631,70.829,5.557,3.636,2.131,108.896,sand
1473.6,78.82,70.176,5.464,3.576,2.132,108.541,sand
1473.7,78.926,70.014,5.418,3.545,2.137,107.765,sand
1473.8,78.99,69.858,5.408,3.539,2.144,107.125,sand
1473.9,79.058,69.409,5.409,3.543,2.149,106.889,sand
1474,79.15,68.655,5.389,3.538,2.152,106.99,sand
1474.1,79.261,67.805,5.32,3.506,2.153,107.248,sand
1474.2,79.368,67.164,5.195,3.44,2.151,107.498,sand
1474.3,79.458,66.878,5.028,3.345,2.148,107.747,sand
1474.4,79.536,66.908,4.841,3.236,2.144,108.028,sand
1474.5,79.616,67.084,4.656,3.125,2.14,108.295,sand
1474.6,79.707,67.248,4.486,3.02,2.138,108.524,sand
1474.7,79.803,67.295,4.338,2.926,2.136,108.612,sand
1474.8,79.897,67.209,4.216,2.849,2.136,108.477,sand
1474.9,79.988,67.05,4.127,2.794,2.136,108.221,sand
